STAID,STANAME,CLASS,AGGECOREGI,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,HCDN_2009,ACTIVE09,FLYRS1900,FLYRS1950,FLYRS1990
06299500,"WOLF CREEK AT WOLF,WYO.",Ref,WestMnts,97.4853,10U,44.772469,-107.234243,WY,NA,NA,26,22,0
06299980,"TONGUE RIVER AT MONARCH, WY",Non-ref,WestMnts,1242.619,10U,44.900249,-107.020905,WY,NA,yes,5,5,5
06300500,"EAST FORK BIG GOOSE CREEK NEAR BIG HORN, WY",Ref,WestMnts,50.8527,10U,44.538301,-107.226459,WY,NA,NA,20,20,0
06301480,"CONEY CREEK ABOVE TWIN LAKES, NEAR BIG HORN, WY",Ref,WestMnts,9.1224,10U,44.601355,-107.317576,WY,NA,yes,4,4,4
06302000,"BIG GOOSE CREEK NEAR SHERIDAN, WYO.",Non-ref,WestMnts,319.9626,10U,44.702191,-107.181462,WY,NA,NA,41,22,0
06303500,"LITTLE GOOSE CREEK IN CANYON, NEAR BIG HORN, WY",Non-ref,WestMnts,134.2539,10U,44.596081,-107.040065,WY,NA,NA,30,22,0
06305500,"GOOSE CREEK BELOW SHERIDAN, WY",Non-ref,WestMnts,1016.774,10U,44.823583,-106.961735,WY,NA,NA,43,35,0
06305700,"GOOSE CREEK NEAR ACME, WY",Non-ref,WestMnts,1069.436,10U,44.886361,-106.988959,WY,NA,NA,23,23,18
06306200,"PRAIRIE DOG CR AT WAKELEY SIDING, NR SHERIDAN, WY",Non-ref,WestPlains,226.6893,10U,44.842195,-106.881178,WY,NA,yes,5,5,5
06306250,"PRAIRIE DOG CREEK NEAR ACME, WY",Non-ref,WestPlains,933.723,10U,44.983863,-106.839789,WY,NA,yes,18,18,9
06306300,Tongue River at State Line nr Decker MT,Non-ref,WestPlains,3762.958,10U,45.008863,-106.836178,MT,NA,yes,49,49,20
06307500,Tongue River at Tongue R Dam nr Decker MT,Non-ref,WestPlains,4617.141,10U,45.141367,-106.771449,MT,NA,yes,70,60,20
06307600,Hanging Woman Creek near Birney MT,Non-ref,WestPlains,1208.849,10U,45.299157,-106.508371,MT,NA,yes,27,27,12
06307616,Tongue R at Birney Day School Br nr Birney MT,Non-ref,WestPlains,6818.856,10U,45.41166,-106.457808,MT,NA,yes,30,30,20
06307740,Otter Creek at Ashland MT,Non-ref,WestPlains,1839.434,10U,45.583889,-106.255292,MT,NA,yes,27,27,12
06307990,"Tongue R ab T & Y Div Dam nr Miles City, MT",Non-ref,WestPlains,11665.36,10U,46.187502,-105.779996,MT,NA,yes,5,5,5
06308400,Pumpkin Creek near Miles City MT,Non-ref,WestPlains,1801.779,10U,46.228336,-105.690549,MT,NA,yes,18,18,5
06308500,Tongue River at Miles City MT,Non-ref,WestPlains,13997.23,10U,46.384725,-105.84528,MT,NA,yes,66,60,20
06309200,"MIDDLE FORK POWDER RIVER NEAR BARNUM, WY",Ref,WestXeric,117.5427,10U,43.57774,-107.1384,WY,yes,yes,48,48,20
06309500,"MIDDLE FORK POWDER RIVER ABOVE KAYCEE, WY",Non-ref,WestXeric,1163.146,10U,43.647468,-106.808664,WY,NA,NA,29,29,3
06311000,"NORTH FORK POWDER RIVER NEAR HAZELTON, WY",Ref,WestMnts,61.2315,10U,44.027742,-107.080895,WY,yes,yes,63,60,20
06311400,"NF POWDER RIVER BELOW PASS CREEK, NR MAYOWORTH, WY",Non-ref,WestMnts,251.3079,10U,43.911357,-106.8895,WY,NA,yes,36,36,20
06311500,"NORTH FORK POWDER RIVER NEAR MAYOWORTH, WY",Non-ref,WestMnts,267.1272,10U,43.897191,-106.878388,WY,NA,NA,33,24,0
06312500,"POWDER RIVER NEAR KAYCEE, WYO.",Non-ref,WestXeric,2588.654,10U,43.69303,-106.530595,WY,NA,NA,34,24,0
06313000,"SOUTH FORK POWDER RIVER NEAR KAYCEE, WY",Non-ref,WestXeric,2883.647,10U,43.619417,-106.577264,WY,NA,NA,23,22,0
06313500,"POWDER RIVER AT SUSSEX, WY",Non-ref,WestPlains,7990.048,10U,43.69553,-106.30725,WY,NA,yes,33,32,15
06313590,"POWDER RIVER ABOVE BURGER DRAW, NEAR BUFFALO, WY",Non-ref,WestPlains,11111.91,10U,44.144424,-106.139191,WY,NA,yes,6,6,6
06314500,"NF CRAZY WOMAN CR BEL SPRING DRAW, NR BUFFALO, WY",Non-ref,WestMnts,121.0545,10U,44.193861,-106.780328,WY,NA,NA,23,22,0
06315500,"MIDDLE FORK CRAZY WOMAN CREEK NEAR GREUB, WYO",Ref,WestMnts,211.9185,10U,44.058027,-106.802551,WY,NA,NA,29,22,0
06316400,"CRAZY WOMAN CREEK AT UPPER STA, NEAR ARVADA, WY",Non-ref,WestPlains,2425.995,10U,44.491091,-106.177808,WY,NA,yes,20,20,9
06317000,"POWDER RIVER AT ARVADA, WY",Non-ref,WestPlains,15343.16,10U,44.649982,-106.127528,WY,NA,yes,78,60,20
06317020,"WILD HORSE CREEK NEAR ARVADA, WY",Non-ref,WestPlains,647.5878,10U,44.632482,-106.031967,WY,NA,yes,9,9,9
06318500,"CLEAR CREEK NEAR BUFFALO, WYO.",Non-ref,WestMnts,312.7923,10U,44.332751,-106.777274,WY,NA,NA,64,43,3
06320000,"ROCK CREEK NEAR BUFFALO, WY",Non-ref,WestMnts,163.1349,10U,44.456083,-106.878945,WY,NA,yes,26,22,0
06320500,"SOUTH PINEY CREEK AT WILLOW PARK, WYO.",Non-ref,WestMnts,87.8796,10U,44.466358,-107.034784,WY,NA,yes,22,20,0
06321000,"SOUTH PINEY CREEK NEAR STORY, WYO.",Non-ref,WestMnts,181.2393,10U,44.557194,-106.937005,WY,NA,NA,25,25,0
06321500,"NORTH PINEY CREEK NEAR STORY, WY",Ref,WestMnts,91.0548,10U,44.580527,-106.932561,WY,NA,NA,31,31,0
06323000,"PINEY CREEK AT KEARNY, WYO.",Non-ref,WestMnts,302.634,10U,44.535528,-106.822278,WY,NA,yes,57,48,8
06323500,"PINEY CREEK AT UCROSS, WY",Non-ref,WestPlains,720.6292,10U,44.562476,-106.54088,WY,NA,NA,32,32,0
06324000,"CLEAR CREEK NEAR ARVADA, WY",Non-ref,WestPlains,2985.41,10U,44.871652,-106.082802,WY,NA,yes,51,39,6
06324500,Powder River at Moorhead MT,Non-ref,WestPlains,20793.52,10U,45.057765,-105.878067,MT,NA,yes,78,58,20
06324970,"LITTLE POWDER RIVER AB DRY CREEK, NEAR WESTON, WY",Non-ref,WestPlains,3203.98,10U,44.926929,-105.353327,WY,NA,yes,37,37,20
06326500,Powder River near Locate MT,Non-ref,WestPlains,33847.35,10U,46.430004,-105.309983,MT,NA,yes,71,60,20
06329200,Burns Creek near Savage MT,Non-ref,WestPlains,604.8315,10U,47.372237,-104.429947,MT,NA,NA,20,20,0
06329597,"CHARBONNEAU CREEK NR CHARBONNEAU, ND",Ref,WestPlains,393.2415,10U,47.850853,-103.794091,ND,NA,yes,15,15,0
06331000,"LITTLE MUDDY RIVER BL COW CREEK NR WILLISTON, ND",Non-ref,WestPlains,2418.742,10U,48.284468,-103.572972,ND,NA,yes,37,37,8
06332000,"WHITE EARTH RIVER AT WHITE EARTH, ND",Non-ref,WestPlains,2078.431,10U,48.376409,-102.767126,ND,NA,NA,27,27,0
06332515,"BEAR DEN CREEK NR MANDAREE, ND",Ref,WestPlains,191.4867,10U,47.787237,-102.768526,ND,yes,yes,43,43,20
06332523,"E. FORK SHELL CREEK NR PARSHALL, ND",Non-ref,WestPlains,1150.03,10U,47.94862,-102.21489,ND,NA,yes,18,18,18
06332770,"DEEPWATER CREEK AT MOUTH NR RAUB, ND",Non-ref,WestPlains,591.4359,10U,47.737785,-102.107669,ND,NA,yes,18,18,18
06334000,Little Missouri River near Alzada MT,Non-ref,WestPlains,2341.942,10U,45.076126,-104.410108,MT,NA,NA,49,20,0
06334500,LITTLE MISSOURI R AT CAMP CROOK SD,Non-ref,WestPlains,5078.411,10U,45.548147,-103.971242,SD,NA,yes,56,53,20
06335000,"LITTLE BEAVER CREEK NR MARMARTH, ND",Ref,WestPlains,1527.183,10U,46.274728,-103.976319,ND,NA,NA,41,30,0
06335500,"LITTLE MISSOURI RIVER AT MARMARTH, ND",Non-ref,WestPlains,12070.69,10U,46.297778,-103.9175,ND,NA,yes,71,60,20
06336000,"LITTLE MISSOURI RIVER AT MEDORA, ND",Non-ref,WestPlains,16056.16,10U,46.919458,-103.528243,ND,NA,yes,50,34,8
06336500,Beaver Creek at Wibaux MT,Non-ref,WestPlains,979.8444,10U,46.990014,-104.183824,MT,NA,NA,35,24,0
06336600,"BEAVER CREEK NR TROTTERS, ND",Ref,WestPlains,1556.208,10U,47.16307,-103.992706,ND,NA,yes,6,6,0
06337000,"LITTLE MISSOURI RIVER NR WATFORD CITY, ND",Non-ref,WestPlains,21580.86,10U,47.595849,-103.262968,ND,NA,yes,75,60,20
06339100,"KNIFE RIVER AT MANNING, ND",Ref,WestPlains,529.1415,10U,47.236126,-102.769907,ND,yes,yes,42,42,20
06339500,"KNIFE RIVER NR GOLDEN VALLEY, ND",Ref,WestPlains,3171.457,10U,47.154453,-102.059892,ND,yes,yes,83,60,20
06340000,"SPRING CREEK AT ZAP, ND",Non-ref,WestPlains,1439.762,10U,47.286119,-101.925726,ND,NA,yes,64,60,20
06340500,"KNIFE RIVER AT HAZEN, ND",Non-ref,WestPlains,5851.587,10U,47.285282,-101.622109,ND,NA,yes,76,60,20
06341400,"TURTLE CREEK NR TURTLE LAKE, ND",Non-ref,WestPlains,794.2266,10U,47.45833,-100.921254,ND,NA,NA,20,20,0
06341800,"PAINTED WOODS CREEK NR WILTON, ND",Non-ref,WestPlains,1230.942,10U,47.274994,-100.792079,ND,NA,NA,45,45,14
06342260,"SQUARE BUTTE CREEK BELOW CENTER, ND",Non-ref,WestPlains,382.977,10U,47.056939,-101.193478,ND,NA,yes,44,44,20
06342450,"BURNT CREEK NR BISMARCK, ND",Ref,WestPlains,285.7095,10U,46.914992,-100.813742,ND,NA,yes,16,16,0
06343000,"HEART RIVER NR SOUTH HEART, ND",Non-ref,WestPlains,805.7159,10U,46.865567,-102.948512,ND,NA,NA,31,28,0
06344000,"HEART RIVER BL DICKINSON DAM NR DICKINSON, ND",Non-ref,WestPlains,1050.097,10U,46.861954,-102.816568,ND,NA,NA,21,21,0
06344600,"GREEN RIVER NR NEW HRADEC, ND",Ref,WestPlains,402.4971,10U,47.027792,-103.053236,ND,yes,yes,45,45,20
06345000,"GREEN RIVER NR GLADSTONE, ND",Ref,WestPlains,938.5722,10U,46.894452,-102.62407,ND,NA,NA,30,26,0
06345500,"HEART RIVER NR RICHARDTON, ND",Non-ref,WestPlains,3237.893,10U,46.745556,-102.308333,ND,NA,yes,84,60,20
06345780,"HEART R AB LAKE TSCHIDA NR GLEN ULLIN, ND",Non-ref,WestPlains,3955.624,10U,46.656951,-102.079328,ND,NA,yes,21,21,20
06346500,"HEART R BELOW HEART BUTTE DAM NR GLEN ULLIN, ND",Non-ref,WestPlains,4428.524,10U,46.597229,-101.801815,ND,NA,NA,29,23,0
06347000,"ANTELOPE CREEK NR CARSON, ND",Ref,WestPlains,617.2218,10U,46.545284,-101.645423,ND,NA,yes,28,27,1
06347500,"BIG MUDDY CREEK NEAR ALMONT, ND",Ref,WestPlains,1134.751,10U,46.694446,-101.467367,ND,NA,yes,25,21,0
06348000,"HEART RIVER NR LARK, ND",Non-ref,WestPlains,7148.512,10U,46.61028,-101.382089,ND,NA,NA,36,33,0
06348300,"HEART RIVER AT STARK BRIDGE NR JUDSON, ND",Non-ref,WestPlains,7596.48,10U,46.703333,-101.213611,ND,NA,yes,21,21,20
06348500,"SWEETBRIAR CREEK NR JUDSON, ND",Non-ref,WestPlains,405.4626,10U,46.851107,-101.253197,ND,NA,yes,28,28,0
06349000,"HEART RIVER NR MANDAN, ND",Non-ref,WestPlains,8583.94,10U,46.833883,-100.974579,ND,NA,yes,76,60,20
06349580,"HAY CREEK AT 43RD AVENUE NR BISMARCK, ND",Non-ref,WestPlains,59.0058,10U,46.85277,-100.75874,ND,NA,yes,0,0,0
06349590,"HAY CREEK AT DIVIDE AVENUE IN BISMARCK, ND",Non-ref,WestPlains,82.1304,10U,46.82333,-100.73735,ND,NA,yes,0,0,0
06349600,"HAY CREEK AT MAIN AVENUE IN BISMARCK, ND",Non-ref,WestPlains,84.8691,10U,46.807493,-100.73346,ND,NA,yes,0,0,0
06350000,"CANNONBALL RIVER AT REGENT, ND",Ref,WestPlains,1501.049,10U,46.426671,-102.55183,ND,yes,yes,59,59,20
06351000,"CANNONBALL RIVER BELOW BENTLEY, ND",Ref,WestPlains,2970.441,10U,46.358338,-102.042098,ND,NA,NA,38,32,0
06351200,"CANNONBALL RIVER NR RALEIGH, ND",Ref,WestPlains,4225.098,10U,46.126948,-101.333187,ND,NA,yes,8,8,8
06352000,"CEDAR CREEK NR HAYNES, ND",Ref,WestPlains,1441.832,10U,46.15417,-102.474047,ND,yes,yes,59,59,20
06352500,"CEDAR CREEK NR PRETTY ROCK, ND",Non-ref,WestPlains,3492.697,10U,46.031949,-101.832361,ND,NA,NA,33,27,0
06353000,"CEDAR CREEK NR RALEIGH, ND",Ref,WestPlains,4526.511,10U,46.09167,-101.333742,ND,yes,yes,47,47,20
06354000,"CANNONBALL RIVER AT BREIEN, ND",Ref,WestPlains,10598.19,10U,46.376111,-100.934444,ND,yes,yes,75,60,20
06354500,"BEAVER CREEK AT LINTON, ND",Ref,WestPlains,1906.825,10U,46.25749,-100.233169,ND,NA,NA,40,40,0
06354580,"BEAVER CREEK BL LINTON, ND",Non-ref,WestPlains,2110.157,10U,46.268602,-100.251781,ND,NA,yes,20,20,20
06354882,OAK CR NEAR WAKPALA SD,Non-ref,WestPlains,917.9145,10U,45.711942,-100.559302,SD,NA,yes,25,25,20
06355000,"NORTH FORK GRAND RIVER AT HALEY, ND",Non-ref,WestPlains,1367.505,10U,45.960836,-103.119617,ND,NA,NA,59,46,6
06355500,NORTH FORK GRAND R NEAR WHITE BUTTE SD,Non-ref,WestPlains,3115.9,10U,45.80222,-102.36238,SD,NA,yes,63,60,20
06356000,SOUTH FORK GRAND R AT BUFFALO SD,Ref,WestPlains,367.4763,10U,45.576108,-103.544358,SD,NA,NA,39,39,5
06356500,SOUTH FORK GRAND R NEAR CASH SD,Non-ref,WestPlains,3376.666,10U,45.648883,-102.64127,SD,NA,yes,55,52,12
06357800,GRAND R AT LITTLE EAGLE SD,Non-ref,WestPlains,13754.7,10U,45.657774,-100.818193,SD,NA,yes,51,51,20
06359000,MOREAU R AT BIXBY SD,Ref,WestPlains,4077.627,10U,45.143597,-102.558772,SD,NA,NA,21,20,0
06359500,MOREAU R NEAR FAITH SD,Non-ref,WestPlains,6716.15,10U,45.197758,-102.156547,SD,NA,yes,66,60,20
06360500,MOREAU R NEAR WHITEHORSE SD,Ref,WestPlains,12654.96,10U,45.255817,-100.842921,SD,yes,yes,55,55,20
06365900,"CHEYENNE RIVER NR DULL CENTER, WY",Non-ref,WestPlains,3981.135,10U,43.429137,-105.045807,WY,NA,yes,11,11,4
06386000,"LANCE CREEK NEAR RIVERVIEW, WY",Non-ref,WestPlains,5424.533,10U,43.369444,-104.272222,WY,NA,NA,33,32,0
06386500,"CHEYENNE RIVER NEAR SPENCER, WY",Non-ref,WestPlains,13799.25,10U,43.421084,-104.131602,WY,NA,yes,32,31,6
06392900,"BEAVER CREEK AT MALLO CAMP, NEAR FOUR CORNERS, WY",Ref,WestMnts,26.3601,10U,44.084981,-104.060489,WY,NA,yes,26,26,18
06392950,"STOCKADE BEAVER CREEK NEAR NEWCASTLE, WY",Non-ref,WestMnts,293.7042,10U,43.858867,-104.107158,WY,NA,yes,26,26,18
06394000,"BEAVER CREEK NEAR NEWCASTLE, WYO.",Non-ref,WestPlains,3521.362,10U,43.535252,-104.117713,WY,NA,NA,53,48,8
06395000,CHEYENNE R AT EDGEMONT SD,Non-ref,WestPlains,18580.18,10U,43.305529,-103.821031,SD,NA,yes,63,60,20
06400000,HAT CR NEAR EDGEMONT SD,Non-ref,WestPlains,2482.469,10U,43.239974,-103.588252,SD,NA,yes,59,59,20
06400500,CHEYENNE R NEAR HOT SPRINGS SD,Non-ref,WestPlains,22588.42,10U,43.305253,-103.562418,SD,NA,NA,34,23,0
06400875,HORSEHEAD CR AT OELRICHS SD,Non-ref,WestPlains,485.9577,10U,43.188032,-103.226587,SD,NA,yes,26,26,20
06401500,CHEYENNE R BELOW ANGOSTURA DAM SD,Non-ref,WestPlains,23569.34,10U,43.344978,-103.437141,SD,NA,yes,34,31,2
06402000,FALL R AT HOT SPRINGS SD,Non-ref,WestMnts,353.2752,10U,43.430535,-103.476307,SD,NA,yes,70,60,20
06402430,"BEAVER CREEK NEAR PRINGLE, SD",Ref,WestMnts,118.3329,10U,43.58137,-103.47658,SD,NA,yes,18,18,18
06402500,BEAVER CR NEAR BUFFALO GAP SD,Non-ref,WestMnts,328.4451,10U,43.46665,-103.306031,SD,NA,yes,71,60,20
06402600,CHEYENNE R NEAR BUFFALO GAP SD,Non-ref,WestPlains,25365.1,10U,43.50137,-103.07353,SD,NA,yes,14,14,2
06403300,FRENCH CR ABOVE FAIRBURN SD,Non-ref,WestMnts,271.5093,10U,43.717211,-103.367971,SD,NA,yes,27,27,20
06403700,"CHEYENNE RIVER AT REDSHIRT, SD",Non-ref,WestPlains,26577.75,10U,43.673045,-102.893797,SD,NA,yes,11,11,11
06404000,BATTLE CR NEAR KEYSTONE SD,Ref,WestMnts,151.8273,10U,43.872489,-103.336578,SD,yes,yes,49,48,20
06404998,GRACE COOLIDGE CR NR GAME LODGE NR CUSTER SD,Non-ref,WestMnts,69.7851,10U,43.7611,-103.364082,SD,NA,yes,34,33,20
06406000,BATTLE CR AT HERMOSA SD,Ref,WestMnts,436.3389,10U,43.828046,-103.196021,SD,yes,yes,60,60,20
06406500,BATTLE CR BELOW HERMOSA SD,Non-ref,WestMnts,733.5198,10U,43.725431,-102.906117,SD,NA,yes,24,24,20
06407500,"SPRING CREEK NEAR KEYSTONE, SD",Non-ref,WestMnts,420.0885,10U,43.978877,-103.346853,SD,NA,yes,24,23,20
06408500,SPRING CR NEAR HERMOSA SD,Non-ref,WestMnts,531.0846,10U,43.941933,-103.159348,SD,NA,NA,55,55,15
06408650,"CHEYENNE RIVER NEAR SCENIC, SD",Non-ref,WestPlains,29045.07,10U,43.89804,-102.64406,SD,NA,yes,1,1,1
06408700,RHOADS FORK NEAR ROCHFORD SD,Ref,WestMnts,20.7954,10U,44.136649,-103.858536,SD,yes,yes,27,27,20
06409000,CASTLE CR ABOVE DEERFIELD RES NEAR HILL CITY SD,Ref,WestMnts,205.3285,10U,44.013592,-103.830478,SD,yes,yes,61,60,20
06410000,CASTLE CR BELOW DEERFIELD DAM SD,Non-ref,WestMnts,239.1129,10U,44.029148,-103.781865,SD,NA,yes,37,34,0
06410500,"RAPID CR ABOVE PACTOLA RES AT SILVER CITY,  SD",Non-ref,WestMnts,762.5259,10U,44.084708,-103.58047,SD,NA,yes,56,56,20
06411500,RAPID CR BELOW PACTOLA DAM SD,Non-ref,WestMnts,836.325,10U,44.076654,-103.482134,SD,NA,yes,64,60,20
06412500,RAPID CR ABOVE CANYON LAKE NEAR RAPID CITY SD,Non-ref,WestMnts,973.4481,10U,44.052766,-103.311851,SD,NA,yes,63,60,20
06414000,RAPID CR AT RAPID CITY SD,Non-ref,WestMnts,1074.585,10U,44.085821,-103.242404,SD,NA,yes,67,60,20
06418900,"RAPID CR BL SEWAGE TREATMENT PL NR RAPID CITY, SD",Non-ref,WestMnts,1186.315,10U,44.023322,-103.095733,SD,NA,yes,28,28,20
06421500,RAPID CR NEAR FARMINGDALE SD,Non-ref,WestMnts,1566.496,10U,43.941933,-102.853786,SD,NA,yes,62,59,19
06422500,BOXELDER CR NEAR NEMO SD,Ref,WestMnts,243.9207,10U,44.143876,-103.454911,SD,yes,yes,44,43,20
06423010,BOXELDER CR NEAR RAPID CITY SD,Non-ref,WestMnts,328.8726,10U,44.131654,-103.298795,SD,NA,yes,31,31,20
06423500,"CHEYENNE RIVER NEAR WASTA,SD",Non-ref,WestPlains,32865.32,10U,44.081098,-102.401275,SD,NA,yes,78,60,20
06424000,"ELK CR NEAR ROUBAIX,SD",Ref,WestMnts,56.5164,10U,44.294707,-103.596859,SD,NA,yes,18,18,18
06425100,ELK CR NR RAPID CITY SD,Non-ref,WestMnts,545.742,10U,44.240265,-103.151291,SD,NA,yes,30,30,20
06425500,ELK CR NEAR ELM SPRINGS SD,Non-ref,WestPlains,1418.584,10U,44.248318,-102.503222,SD,NA,yes,60,60,20
06425720,"BELLE FOURCHE R BL RATTLESNAKE C, NR PINEY, WY",Non-ref,WestPlains,1279.433,10U,43.984421,-105.388325,WY,NA,yes,13,13,6
06426130,"DONKEY CREEK NEAR GILLETTE, WY",Non-ref,WestPlains,164.9547,10U,44.266647,-105.438606,WY,NA,yes,9,9,9
06426160,"STONEPILE CREEK AT MOUTH, NEAR GILLETTE, WY",Non-ref,WestPlains,37.98,10U,44.267758,-105.438606,WY,NA,yes,9,9,9
06426500,"BELLE FOURCHE RIVER BELOW MOORCROFT, WY",Non-ref,WestPlains,4378.491,10U,44.321926,-104.94053099999999,WY,NA,yes,56,50,19
06427500,"BELLE FOURCHE RIVER BEL KEYHOLE RESERVOIR, WY",Non-ref,WestPlains,5057.236,10U,44.384705,-104.78108,WY,NA,NA,44,44,6
06428200,"BELLE FOURCHE RIVER NEAR ALVA, WY",Non-ref,WestPlains,7614.976,10U,44.789429,-104.48134400000001,WY,NA,yes,0,0,0
06428500,BELLE FOURCHE R AT WY-SD STATE LINE,Non-ref,WestPlains,8381.406,10U,44.749707,-104.047435,SD,NA,yes,62,60,20
06429500,"COLD SPRINGS CREEK AT BUCKHORN, WY",Ref,WestMnts,57.8043,10U,44.153871,-104.07799,WY,NA,yes,25,25,17
06429905,"SAND CREEK NEAR RANCH A, NEAR BEULAH, WY",Non-ref,WestMnts,698.1633,10U,44.520263,-104.083824,WY,NA,yes,25,25,18
06430500,REDWATER CR AT WY-SD STATE LINE,Non-ref,WestMnts,1237.325,10U,44.5719,-104.05355,SD,NA,yes,57,55,20
06430532,"CROW CREEK NEAR BEULAH, WY",Ref,WestMnts,105.5979,10U,44.57054,-104.00577,SD,NA,yes,17,17,17
06430770,"SPEARFISH CREEK NEAR LEAD, SD",Non-ref,WestMnts,173.2536,10U,44.299151,-103.868814,SD,NA,yes,21,21,20
06430800,"ANNIE CREEK NEAR LEAD, SD",Non-ref,WestMnts,9.2502,10U,44.326928,-103.894371,SD,NA,yes,21,21,20
06430850,"LITTLE SPEARFISH CREEK NEAR LEAD, SD",Ref,WestMnts,71.829,10U,44.34943,-103.93604,SD,NA,yes,20,20,19
06430900,"SPEARFISH CREEK ABOVE SPEARFISH, SD",Non-ref,WestMnts,370.7415,10U,44.401651,-103.894927,SD,NA,yes,17,17,16
06431500,SPEARFISH CR AT SPEARFISH SD,Ref,WestMnts,427.1049,10U,44.482484,-103.861592,SD,yes,yes,63,60,20
06433000,REDWATER RIVER ABOVE BELLE FOURCHE SD,Non-ref,WestMnts,2397.315,10U,44.667207,-103.83937,SD,NA,yes,64,60,20
06433500,HAY CR AT BELLE FOURCHE SD,Non-ref,WestMnts,318.1032,10U,44.666929,-103.846592,SD,NA,NA,43,43,7
06436000,BELLE FOURCHE R NEAR FRUITDALE SD,Non-ref,WestPlains,11659.42,10U,44.690818,-103.737699,SD,NA,yes,63,60,20
06436165,"DEADWOOD CREEK AT CENTRAL CITY, SD",Non-ref,WestMnts,12.4992,10U,44.368595,-103.765754,SD,NA,yes,5,5,5
06436180,"WHITEWOOD CR ABOVE WHITEWOOD,SD",Non-ref,WestMnts,146.6106,10U,44.442207,-103.629361,SD,NA,yes,26,26,20
06436190,WHITEWOOD CREEK NEAR WHITEWOOD SD,Non-ref,WestMnts,200.0997,10U,44.541651,-103.571581,SD,NA,yes,28,28,20
06436198,WHITEWOOD CR ABOVE VALE SD,Non-ref,WestMnts,263.6919,10U,44.617763,-103.481579,SD,NA,yes,26,26,20
06436700,INDIAN CR NEAR ARPAN SD,Ref,WestPlains,810.3915,10U,44.814153,-103.68992,SD,NA,NA,20,20,0
06436760,HORSE CR ABOVE VALE SD,Non-ref,WestPlains,1193.667,10U,44.652208,-103.366853,SD,NA,yes,29,29,20
06437000,BELLE FOURCHE R NEAR STURGIS SD,Non-ref,WestPlains,15023.26,10U,44.513042,-103.136846,SD,NA,yes,63,60,20
06437020,"BEAR BUTTE CREEK NEAR DEADWOOD, SD",Non-ref,WestMnts,40.8267,10U,44.33554,-103.635472,SD,NA,yes,21,21,20
06437500,BEAR BUTTE CR NEAR STURGIS SD,Non-ref,WestMnts,468.1062,10U,44.481375,-103.275739,SD,NA,NA,27,23,0
06438000,BELLE FOURCHE RIVER NEAR ELM SPRINGS,Non-ref,WestPlains,18149.36,10U,44.369708,-102.566001,SD,NA,yes,75,60,20
06439000,CHERRY CR NEAR PLAINVIEW SD,Non-ref,WestPlains,3133.749,10U,44.743045,-102.053495,SD,NA,NA,61,57,17
06440200,"SOUTH FORK BAD R NEAR COTTONWOOD,SD",Ref,WestPlains,649.1916,10U,43.968879,-101.76709,SD,yes,yes,21,21,20
06441000,BAD R NEAR MIDLAND SD,Non-ref,WestPlains,3797.513,10U,44.066932,-101.160418,SD,NA,yes,34,30,0
06441500,BAD R NEAR FORT PIERRE SD,Ref,WestPlains,8152.545,10U,44.326649,-100.3843,SD,yes,yes,81,60,20
06442000,MEDICINE KNOLL CR NEAR BLUNT SD,Non-ref,WestPlains,1142.86,10U,44.56276,-99.914287,SD,NA,NA,35,35,1
06442500,MEDICINE CR AT KENNEBEC SD,Non-ref,WestPlains,1154.836,10U,43.904713,-99.876784,SD,NA,NA,36,36,1
06444000,"WHITE RIVER AT CRAWFORD, NEBR.",Ref,WestPlains,667.809,10U,42.686689,-103.417847,NE,NA,NA,57,43,3
06445685,WHITE RIVER NEAR NEBRASKA-SOUTH DAKOTA STATE LINE,Non-ref,WestPlains,3540.737,10U,43.013036,-102.835733,SD,NA,yes,22,22,20
06445980,WHITE CLAY CR NEAR OGLALA SD,Ref,WestPlains,973.8153,10U,43.146095,-102.683228,SD,NA,NA,28,28,10
06446000,WHITE R NEAR OGLALA SD,Non-ref,WestPlains,5586.529,10U,43.254705,-102.825184,SD,NA,yes,66,60,20
06446500,"WHITE R NEAR INTERIOR,SD",Ref,WestPlains,10623.38,10U,43.693883,-101.932652,SD,NA,yes,10,7,7
06446700,"BEAR IN THE LODGE CR NEAR WANBLEE,SD",Ref,WestPlains,1095.498,10U,43.53688,-101.79858,SD,NA,yes,15,15,15
06447000,WHITE R NEAR KADOKA SD,Ref,WestPlains,12849.71,10U,43.752495,-101.524867,SD,yes,yes,67,60,20
06447230,"BLACK PIPE CREEK NR BELVIDERE, SD",Ref,WestPlains,709.56,10U,43.75527,-101.22792,SD,NA,yes,17,17,17
06447450,"WHITE RIVER NEAR WHITE RIVER, SD",Ref,WestPlains,16086.38,10U,43.713882,-100.685137,SD,NA,yes,8,8,8
06447500,LITTLE WHITE R NEAR MARTIN SD,Ref,WestPlains,826.6077,10U,43.166666,-101.630149,SD,yes,yes,49,47,20
06448000,"LAKE CREEK ABOVE REFUGE, NEAR TUTHILL, SD",Non-ref,WestPlains,140.9922,10U,43.087111,-101.603289,SD,NA,yes,31,29,13
06449000,LAKE CR BELOW REFUGE NEAR TUTHILL SD,Non-ref,WestPlains,373.761,10U,43.146944,-101.514594,SD,NA,yes,49,47,20
06449100,LITTLE WHITE R NEAR VETAL SD,Non-ref,WestPlains,1650.41,10U,43.100838,-101.230706,SD,NA,yes,50,50,20
