STAID,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS
06825000,1411.3,1677,1122,1420,117.9,1128,0.521,0.537,1.4,80.4,0.167,0.986
06825500,1320.3,1479,1137,1324,74.0,1138,0.536,0.547,1.6,79.0,0.191,0.982
06826500,1391.1,1677,1100,1396,121.2,1101,0.505,0.513,1.4,80.2,0.169,0.986
06827000,1362.4,1677,1060,1363,134.3,1061,0.490,0.491,1.5,80.2,0.170,0.985
06827500,1294.9,1677,914,1296,173.8,916,0.499,0.501,1.7,78.7,0.195,0.981
06828500,1264.0,1817,849,1260,187.5,850,0.429,0.425,1.6,83.4,0.115,0.993
06829500,1256.8,1817,816,1253,192.3,817,0.440,0.437,1.6,83.3,0.116,0.993
06831500,1158.9,1397,956,1148,94.1,962,0.460,0.435,0.9,95.6,-0.098,0.995
06832500,1151.0,1397,925,1140,98.5,926,0.479,0.456,0.9,96.1,-0.107,0.994
06834000,1128.0,1397,837,1125,113.4,839,0.520,0.514,1.3,97.5,-0.130,0.991
06835000,1056.1,1271,838,1045,75.2,841,0.504,0.478,1.0,109.3,-0.330,0.944
06835500,1079.9,1397,789,1067,110.6,789,0.478,0.457,1.3,104.1,-0.244,0.970
06836000,934.7,1044,779,945,52.0,785,0.588,0.626,3.1,154.9,-0.906,0.424
06836500,895.8,1021,757,894,55.6,769,0.526,0.519,3.0,91.3,-0.023,1.000
06837000,1184.5,1817,749,1165,203.0,753,0.408,0.390,1.7,89.6,0.008,1.000
06837300,947.9,1054,792,953,48.1,796,0.595,0.615,2.2,101.5,-0.199,0.980
06837500,931.6,1054,760,938,57.7,766,0.584,0.605,2.6,111.3,-0.363,0.932
06838000,916.6,1054,732,925,67.9,737,0.573,0.599,2.8,123.1,-0.547,0.837
06840000,871.7,975,770,872,35.4,774,0.496,0.498,6.5,189.8,-0.985,-0.170
06841000,874.0,986,728,878,49.7,732,0.566,0.581,4.1,131.9,-0.668,0.745
06841500,813.7,894,727,814,31.5,732,0.519,0.521,3.4,192.2,-0.977,-0.212
06842500,863.0,986,699,867,56.4,705,0.572,0.585,4.1,137.4,-0.736,0.677
06843500,1135.8,1817,684,1112,221.9,684,0.399,0.378,1.9,91.2,-0.022,1.000
06844000,766.1,874,657,769,38.2,660,0.503,0.516,3.9,176.1,-0.998,0.068
06844500,1106.6,1817,603,1084,238.4,604,0.415,0.396,2.0,93.4,-0.059,0.998
06844900,1015.5,1169,830,1023,76.8,832,0.547,0.569,1.2,103.5,-0.234,0.972
06845000,982.6,1180,776,985,91.2,780,0.511,0.517,1.5,99.6,-0.168,0.986
06845110,928.5,1180,682,932,121.2,683,0.495,0.502,1.9,98.7,-0.151,0.989
06845200,921.0,1180,656,925,125.6,656,0.506,0.513,1.9,98.9,-0.154,0.988
06846000,1096.7,1384,839,1089,111.6,842,0.473,0.459,1.6,91.0,-0.017,1.000
06846500,1063.1,1383,770,1063,133.6,771,0.478,0.478,1.9,91.2,-0.020,1.000
06847000,1012.2,1384,661,1033,166.7,666,0.486,0.515,2.1,93.3,-0.057,0.998
06847500,951.7,1384,605,959,169.8,609,0.445,0.454,2.1,95.2,-0.091,0.996
06847900,858.1,1043,713,843,75.0,714,0.440,0.394,1.7,106.7,-0.287,0.958
06848000,840.6,1043,684,826,81.0,686,0.436,0.396,1.9,108.1,-0.310,0.951
06848500,796.3,1043,618,783,97.5,619,0.420,0.388,2.1,107.9,-0.308,0.951
06851000,684.9,741,567,687,27.2,567,0.678,0.690,0.8,89.3,0.013,1.000
06851500,645.4,706,537,651,29.1,537,0.642,0.675,1.3,127.0,-0.601,0.799
06852000,579.9,622,508,583,24.9,508,0.631,0.658,2.7,165.7,-0.969,0.247
06853800,564.3,636,493,566,28.3,494,0.499,0.510,2.5,119.4,-0.491,0.871
06854000,549.6,636,466,549,33.1,467,0.492,0.488,2.6,123.8,-0.556,0.831
06855800,471.8,569,420,463,32.4,423,0.348,0.289,1.9,139.7,-0.763,0.647
06858500,1207.7,1470,939,1224,130.8,939,0.506,0.537,1.3,112.2,-0.377,0.926
06859500,1071.4,1400,806,1055,125.2,810,0.447,0.419,1.0,106.0,-0.276,0.961
06860000,1105.5,1470,801,1090,142.4,804,0.455,0.432,1.4,113.4,-0.398,0.918
06861000,1025.4,1470,670,1010,176.1,672,0.444,0.425,1.5,115.1,-0.424,0.905
06862000,1006.5,1470,627,994,186.2,628,0.450,0.435,1.5,115.0,-0.423,0.906
06862700,992.0,1470,583,983,195.3,588,0.461,0.451,1.5,115.6,-0.431,0.902
06862850,988.7,1470,576,980,197.4,576,0.462,0.452,1.5,115.8,-0.435,0.900
06863000,974.1,1470,556,969,205.4,563,0.457,0.452,1.5,115.5,-0.431,0.902
06863500,742.9,924,600,731,77.2,602,0.441,0.404,1.3,130.5,-0.649,0.761
06863900,644.7,677,592,650,18.1,592,0.620,0.682,1.5,144.5,-0.814,0.580
06864000,929.5,1470,517,917,220.3,521,0.433,0.420,1.5,117.0,-0.454,0.891
06864050,924.1,1470,511,912,223.1,525,0.431,0.418,1.5,116.6,-0.448,0.894
06864500,898.0,1470,461,890,236.2,464,0.433,0.425,1.5,116.1,-0.440,0.898
06865500,883.2,1470,425,876,243.9,434,0.438,0.432,1.5,116.1,-0.440,0.898
06866500,866.0,1470,376,860,253.7,382,0.448,0.442,1.6,115.4,-0.428,0.904
06866900,853.0,1061,678,837,89.8,684,0.457,0.415,1.4,126.5,-0.595,0.804
06867000,738.4,1061,475,720,131.9,483,0.450,0.418,2.2,124.3,-0.564,0.826
06868200,696.6,1061,437,671,141.6,444,0.416,0.375,2.5,124.5,-0.567,0.824
06869500,630.7,1061,384,597,155.5,390,0.364,0.315,2.6,123.9,-0.558,0.830
06869950,438.0,552,373,435,34.6,375,0.363,0.346,3.4,88.1,0.034,0.999
06870200,782.1,1470,350,745,263.5,361,0.386,0.353,1.9,116.1,-0.440,0.898
06870300,435.1,485,374,438,26.4,380,0.550,0.577,2.4,357.5,0.999,-0.044
06871000,751.9,1046,536,735,112.8,536,0.423,0.390,2.5,107.7,-0.304,0.953
06871500,745.9,921,551,759,91.0,551,0.527,0.562,1.7,112.3,-0.380,0.925
06871800,735.6,1046,504,728,114.9,508,0.427,0.413,2.3,107.8,-0.306,0.952
06872500,667.5,1046,456,638,123.2,466,0.359,0.308,2.3,128.9,-0.628,0.779
06873000,796.5,1081,591,773,113.3,592,0.419,0.371,2.1,103.3,-0.231,0.973
06873200,778.5,1081,560,757,119.7,561,0.419,0.378,2.1,103.9,-0.240,0.971
06873460,731.8,1081,509,703,130.7,515,0.389,0.339,2.1,99.1,-0.157,0.988
06874000,694.5,1081,462,660,139.5,463,0.376,0.320,2.2,97.6,-0.132,0.991
06875900,649.1,1081,422,614,137.7,423,0.345,0.291,2.2,116.1,-0.440,0.898
06876700,447.3,573,384,449,30.2,384,0.335,0.344,2.7,124.7,-0.570,0.822
06876900,602.8,1081,346,574,151.2,350,0.349,0.310,2.2,126.8,-0.598,0.801
06877600,701.9,1470,324,640,247.9,345,0.330,0.276,2.0,118.4,-0.475,0.880
06878000,401.1,485,340,399,25.2,345,0.421,0.407,2.2,141.2,-0.780,0.626
06878500,408.1,465,340,409,21.4,348,0.545,0.552,2.0,352.1,0.991,-0.137
06879650,394.5,443,334,398,24.8,339,0.555,0.587,6.7,313.2,0.684,-0.730
06879900,521.0,570,465,521,20.9,466,0.533,0.533,0.6,95.9,-0.103,0.995
06880000,509.3,585,437,504,30.6,439,0.489,0.453,0.8,112.3,-0.380,0.925
06880500,506.2,585,434,502,27.7,439,0.478,0.450,0.7,114.5,-0.414,0.910
06880800,526.8,627,427,527,38.0,434,0.499,0.500,0.8,103.7,-0.237,0.971
06881000,508.5,627,400,503,38.8,401,0.478,0.454,0.8,109.6,-0.335,0.942
06881200,481.9,541,405,486,26.0,407,0.565,0.596,0.8,97.0,-0.122,0.992
06881380,466.7,541,385,469,31.9,391,0.524,0.538,1.2,100.5,-0.183,0.983
06881500,491.0,627,373,491,45.9,379,0.464,0.465,1.0,109.8,-0.338,0.941
06882000,481.7,627,358,484,50.0,364,0.460,0.468,1.1,113.2,-0.394,0.919
06882510,476.4,627,342,479,52.4,351,0.472,0.481,1.2,115.6,-0.431,0.902
06883000,603.8,680,498,606,35.2,498,0.581,0.593,1.1,91.2,-0.020,1.000
06883570,566.7,680,415,573,59.0,418,0.572,0.596,1.3,88.7,0.022,1.000
06884000,541.9,680,391,535,62.9,394,0.522,0.498,1.2,104.0,-0.243,0.970
06884025,528.9,680,373,517,67.2,375,0.508,0.469,1.4,104.3,-0.247,0.969
06884200,451.5,506,386,451,25.6,393,0.546,0.542,2.3,131.4,-0.661,0.750
06884400,512.6,680,348,499,72.3,342,0.496,0.455,1.6,107.7,-0.304,0.953
06885500,398.9,467,341,399,22.8,346,0.460,0.460,2.5,174.9,-0.996,0.089
06887000,476.3,680,300,473,68.9,305,0.464,0.455,1.6,115.4,-0.430,0.903
06888000,379.2,471,301,381,28.8,303,0.460,0.471,3.7,168.4,-0.979,0.202
06888500,397.5,488,290,402,38.2,295,0.543,0.566,4.6,93.1,-0.054,0.999
06889100,413.2,427,393,414,7.3,396,0.594,0.618,1.8,154.2,-0.901,0.435
06889120,408.5,427,381,410,9.6,381,0.597,0.630,2.1,177.6,-0.999,0.042
06889140,404.5,427,372,406,11.5,372,0.591,0.618,2.2,173.7,-0.994,0.109
06889160,390.4,427,336,393,19.0,337,0.598,0.626,2.6,161.0,-0.945,0.326
06889200,360.8,427,285,363,31.6,291,0.534,0.549,3.2,181.1,-1.000,-0.020
06889500,340.9,427,265,339,36.3,272,0.468,0.457,3.2,175.6,-0.997,0.077
06890100,349.1,421,284,345,28.5,284,0.475,0.445,2.7,163.6,-0.960,0.282
06890900,335.2,427,263,334,31.5,258,0.440,0.433,3.1,154.9,-0.906,0.424
06891260,336.8,429,271,335,27.4,279,0.416,0.405,2.8,112.1,-0.376,0.927
06891500,319.2,429,244,320,29.9,249,0.406,0.411,3.1,109.2,-0.328,0.945
06891810,330.2,363,282,332,14.8,283,0.595,0.617,2.7,121.8,-0.527,0.850
06892000,314.6,363,241,320,25.3,243,0.603,0.648,3.3,143.6,-0.804,0.594
06892360,295.2,332,235,298,19.4,238,0.621,0.649,2.3,320.6,0.773,-0.635
06892495,301.1,339,235,307,20.3,237,0.636,0.692,3.2,317.8,0.740,-0.672
06892513,294.3,330,229,300,21.2,230,0.646,0.703,3.6,318.5,0.748,-0.663
06893080,316.8,344,271,319,12.6,274,0.628,0.658,2.3,92.0,-0.036,0.999
06893100,313.7,345,263,316,15.2,264,0.619,0.646,2.5,65.5,0.415,0.910
06893150,309.5,345,252,313,18.0,253,0.618,0.656,2.7,61.7,0.475,0.880
06893300,307.4,336,263,311,15.4,263,0.608,0.658,2.6,89.3,0.012,1.000
06893390,300.2,336,249,301,18.4,250,0.588,0.598,2.7,108.0,-0.309,0.951
06893400,300.0,336,246,301,18.5,248,0.600,0.611,2.7,107.3,-0.298,0.955
06893500,302.1,345,232,305,21.0,235,0.621,0.646,2.9,93.7,-0.065,0.998
06893557,296.9,331,255,296,14.7,260,0.552,0.539,2.7,77.2,0.222,0.975
06893560,294.4,331,250,294,15.5,252,0.548,0.543,2.9,93.9,-0.068,0.998
06893562,292.3,331,247,292,16.0,251,0.540,0.536,2.9,85.5,0.078,0.997
06893578,295.9,345,221,298,23.6,228,0.604,0.621,3.2,93.6,-0.063,0.998
06893620,278.7,321,226,280,21.8,235,0.555,0.568,3.9,306.6,0.596,-0.803
06893793,303.7,343,245,304,17.6,247,0.599,0.602,2.9,48.7,0.660,0.751
06893890,283.0,324,232,286,19.0,233,0.555,0.587,3.4,9.9,0.985,0.171
06893910,286.8,343,228,289,23.0,232,0.511,0.530,3.5,42.6,0.736,0.677
06893970,272.0,318,231,272,17.7,231,0.471,0.471,4.1,117.9,-0.467,0.884
06894000,282.8,343,222,285,24.7,225,0.502,0.521,3.6,66.9,0.393,0.920
06894200,279.8,323,230,281,20.1,232,0.536,0.548,3.1,117.0,-0.453,0.891
06894500,302.3,334,234,307,19.2,234,0.683,0.730,4.3,222.6,-0.736,-0.677
06895000,288.7,334,219,295,25.5,221,0.606,0.661,3.7,126.2,-0.591,0.806
06896000,236.9,301,198,236,20.6,200,0.377,0.369,2.5,157.5,-0.924,0.382
06897000,317.8,355,261,319,17.4,267,0.605,0.617,2.9,159.4,-0.936,0.352
06897500,306.6,399,217,305,33.4,230,0.492,0.484,3.4,159.5,-0.937,0.350
06897950,335.5,371,285,337,17.7,287,0.587,0.605,4.4,116.3,-0.444,0.896
06898000,349.6,422,265,351,30.1,277,0.539,0.548,4.0,143.4,-0.803,0.596
06898400,324.6,355,280,327,15.4,282,0.595,0.627,3.6,147.6,-0.844,0.536
06899000,309.9,355,238,313,23.5,252,0.615,0.641,4.0,181.1,-1.000,-0.018
06899500,315.2,422,221,314,40.9,226,0.469,0.463,3.7,152.2,-0.885,0.466
06899700,278.0,334,216,280,23.0,217,0.525,0.542,2.9,131.4,-0.662,0.750
06900000,300.5,340,232,305,24.3,238,0.634,0.676,3.6,176.3,-0.998,0.064
06900050,294.0,340,225,298,27.4,226,0.600,0.635,3.5,175.2,-0.996,0.084
06901500,282.2,340,212,284,27.2,217,0.549,0.563,3.9,187.6,-0.991,-0.133
06902000,291.2,422,196,291,41.9,197,0.421,0.420,3.3,161.2,-0.947,0.322
06903400,320.8,355,283,322,13.4,285,0.525,0.542,2.4,67.2,0.388,0.922
06903700,319.6,340,280,322,12.1,280,0.660,0.700,2.9,84.6,0.094,0.996
06903900,312.5,355,258,314,16.9,268,0.562,0.577,2.7,75.7,0.246,0.969
06904010,308.2,355,251,310,18.5,254,0.550,0.567,2.6,80.8,0.159,0.987
06904050,303.6,355,237,306,21.5,238,0.564,0.585,2.8,91.4,-0.024,1.000
06904500,297.0,355,228,300,24.4,229,0.543,0.567,3.2,115.9,-0.437,0.900
06905500,284.7,355,194,291,33.2,196,0.563,0.602,3.4,135.0,-0.707,0.707
06906000,265.8,326,197,267,30.5,197,0.533,0.543,3.7,165.6,-0.968,0.249
06906150,279.4,295,251,281,8.8,253,0.646,0.682,1.5,145.5,-0.824,0.567
06906200,272.3,301,228,274,15.0,236,0.606,0.630,2.3,158.9,-0.933,0.360
06906300,255.1,301,201,256,22.7,202,0.541,0.550,2.7,192.3,-0.977,-0.213
06906800,276.1,355,198,277,26.5,208,0.498,0.503,2.8,42.9,0.732,0.681
06907000,272.6,355,191,274,28.3,198,0.498,0.506,2.9,41.1,0.754,0.657
06907500,281.1,329,246,277,18.4,246,0.423,0.373,2.9,146.5,-0.834,0.551
06907700,252.1,329,200,253,20.7,205,0.404,0.411,2.7,104.0,-0.241,0.970
06908000,241.3,329,184,240,22.1,189,0.395,0.386,2.5,119.0,-0.485,0.875
06909500,232.6,271,187,233,20.2,188,0.543,0.548,3.5,176.0,-0.998,0.070
06910230,251.0,287,179,255,19.6,183,0.666,0.704,2.8,229.5,-0.650,-0.760
06910750,252.3,336,166,255,30.1,175,0.508,0.524,3.4,93.4,-0.060,0.998
06910800,386.5,487,318,383,31.9,324,0.405,0.385,2.3,141.3,-0.780,0.626
06911000,364.8,487,293,358,34.3,296,0.370,0.335,2.2,128.3,-0.620,0.785
06911490,341.4,393,300,339,17.5,303,0.446,0.419,2.1,96.0,-0.104,0.995
06911500,339.2,393,292,337,18.2,297,0.467,0.446,2.1,92.9,-0.050,0.999
06911900,367.5,479,305,364,28.4,313,0.359,0.339,2.7,119.4,-0.491,0.871
06912500,343.8,479,285,339,27.9,291,0.303,0.278,2.4,158.3,-0.929,0.369
06913000,345.7,487,273,341,31.3,283,0.340,0.318,2.2,134.0,-0.695,0.719
06913500,339.6,487,264,337,33.2,268,0.339,0.327,2.3,135.8,-0.717,0.697
06914000,318.4,380,270,316,18.7,282,0.440,0.418,1.2,92.3,-0.040,0.999
06914100,317.6,380,269,315,18.9,275,0.438,0.414,1.3,89.2,0.015,1.000
06914950,312.1,342,281,312,9.0,296,0.510,0.508,1.5,148.8,-0.856,0.517
06914990,315.4,330,293,316,6.5,299,0.607,0.622,1.4,175.7,-0.997,0.075
06915000,308.2,342,261,311,14.6,271,0.583,0.617,2.2,154.8,-0.905,0.425
06915800,320.4,487,235,318,33.4,244,0.339,0.329,2.2,144.8,-0.817,0.577
06916500,300.4,371,234,302,20.3,244,0.485,0.496,2.4,99.2,-0.159,0.987
06916600,315.0,487,230,314,34.6,240,0.331,0.327,2.3,144.3,-0.812,0.584
06917000,299.5,368,239,307,26.6,244,0.469,0.527,2.2,130.5,-0.650,0.760
06917060,281.1,368,223,272,31.7,229,0.401,0.338,1.9,134.3,-0.698,0.716
06917240,314.9,351,259,318,16.2,266,0.608,0.641,2.2,142.6,-0.795,0.607
06917380,282.7,345,242,281,16.9,246,0.395,0.379,1.7,37.6,0.792,0.610
06917500,287.4,351,229,282,23.3,235,0.479,0.434,1.9,101.0,-0.191,0.982
06917560,284.2,351,229,280,24.4,229,0.452,0.418,1.9,100.2,-0.178,0.984
06917630,290.1,305,265,292,8.2,265,0.627,0.675,1.1,276.6,0.114,-0.993
06918060,273.1,351,228,271,23.5,229,0.366,0.350,1.6,76.4,0.235,0.972
06918070,295.5,487,216,295,39.3,225,0.293,0.292,2.0,137.2,-0.733,0.680
06918440,349.5,425,268,351,30.1,271,0.519,0.529,2.9,319.8,0.763,-0.646
06918460,350.2,442,268,349,33.7,273,0.472,0.466,3.5,5.1,0.996,0.088
06918493,408.2,444,361,409,16.1,363,0.568,0.578,2.1,285.4,0.265,-0.964
06918740,359.9,461,267,359,35.9,273,0.479,0.474,3.9,289.1,0.328,-0.945
06919000,335.3,461,234,333,38.9,236,0.446,0.436,3.4,323.6,0.805,-0.594
06919020,331.8,461,230,329,39.5,235,0.441,0.429,3.5,314.2,0.697,-0.717
06919500,288.8,360,226,291,21.6,230,0.469,0.485,2.5,356.4,0.998,-0.062
06919900,318.4,461,224,314,41.6,230,0.398,0.380,3.2,319.9,0.765,-0.645
06920580,291.7,360,218,294,25.6,221,0.519,0.535,3.6,294.9,0.420,-0.907
06921070,360.8,467,265,357,38.2,292,0.474,0.455,3.7,281.8,0.205,-0.979
06921200,328.9,402,273,330,20.3,273,0.434,0.442,2.7,306.6,0.596,-0.803
06921350,333.1,467,229,330,40.5,246,0.438,0.424,3.5,308.6,0.623,-0.782
06921590,285.4,351,235,288,23.6,244,0.435,0.457,2.3,139.6,-0.761,0.649
06921720,273.3,340,225,270,21.4,226,0.420,0.391,2.0,142.6,-0.795,0.607
06922000,263.7,351,214,261,25.3,215,0.363,0.343,1.9,141.3,-0.780,0.626
06923250,370.5,479,277,370,35.0,280,0.463,0.460,3.7,326.1,0.830,-0.557
06923940,357.4,479,225,358,40.1,225,0.521,0.524,4.6,318.1,0.744,-0.668
06923950,350.2,479,215,352,43.8,216,0.512,0.519,5.1,323.2,0.800,-0.600
06924000,348.0,479,201,350,45.5,203,0.529,0.536,5.2,325.9,0.828,-0.561
06925200,324.6,345,299,325,9.1,302,0.556,0.565,1.9,328.1,0.849,-0.528
06926000,291.0,487,171,286,44.7,171,0.380,0.364,3.0,141.8,-0.786,0.618
06926500,289.1,487,160,284,45.4,164,0.395,0.379,3.1,141.5,-0.782,0.623
06926510,288.8,487,160,284,45.6,162,0.394,0.379,3.2,141.1,-0.778,0.628
06927000,266.7,378,166,263,42.1,169,0.475,0.458,5.5,11.7,0.979,0.203
06927240,245.0,292,157,249,24.4,170,0.652,0.681,3.1,140.0,-0.766,0.643
06928000,389.2,531,249,392,46.6,261,0.497,0.507,5.1,19.9,0.940,0.341
06928300,394.8,473,295,399,32.2,300,0.561,0.584,5.9,346.3,0.971,-0.238
06928420,369.4,473,237,370,45.2,238,0.561,0.564,6.2,350.2,0.985,-0.170
06928500,377.5,531,223,383,52.3,226,0.502,0.519,5.5,24.4,0.911,0.413
06930000,373.7,495,244,374,39.7,246,0.517,0.518,6.0,21.3,0.932,0.363
06930060,368.9,506,230,371,42.9,239,0.503,0.511,6.0,24.4,0.911,0.413
06931500,294.5,369,243,291,23.0,250,0.408,0.381,5.8,208.4,-0.879,-0.476
06932000,321.8,432,213,323,39.2,213,0.497,0.502,6.1,309.1,0.630,-0.777
06933500,362.9,531,200,366,55.3,201,0.492,0.502,5.9,11.8,0.979,0.205
06934000,350.5,531,168,356,63.8,176,0.503,0.518,6.0,12.1,0.978,0.210
06935755,221.2,249,175,224,15.6,176,0.624,0.662,5.1,336.7,0.919,-0.395
06935770,199.4,250,140,203,27.3,144,0.540,0.573,5.7,2.6,0.999,0.044
06935830,196.1,242,139,198,20.6,142,0.554,0.573,4.9,358.9,1.000,-0.020
06935850,180.9,227,148,182,13.6,150,0.416,0.430,4.2,44.3,0.716,0.698
06935890,173.0,227,138,173,15.4,148,0.393,0.393,4.1,352.5,0.991,-0.131
06935955,173.6,220,139,172,17.6,145,0.427,0.407,4.0,275.0,0.086,-0.996
06935980,166.1,192,142,166,11.5,142,0.482,0.480,3.9,292.6,0.385,-0.923
06935997,162.6,192,134,163,10.3,143,0.493,0.500,3.0,103.3,-0.230,0.973
06936475,169.3,217,139,168,12.5,150,0.388,0.372,2.1,74.8,0.262,0.965
07001910,170.6,188,149,171,8.7,153,0.553,0.564,3.0,174.0,-0.995,0.104
07001985,161.2,188,132,161,10.5,132,0.522,0.518,2.8,159.2,-0.935,0.356
07005000,164.3,203,127,164,16.1,131,0.491,0.487,3.6,150.0,-0.866,0.501
07010022,186.4,224,153,186,14.5,153,0.471,0.465,2.8,120.2,-0.503,0.864
07010030,181.2,203,158,181,10.5,158,0.516,0.511,3.0,175.1,-0.996,0.085
07010035,184.4,204,161,186,10.0,162,0.544,0.581,2.9,186.3,-0.994,-0.110
07010055,179.3,224,143,180,15.1,144,0.448,0.457,3.0,159.8,-0.939,0.345
07010061,184.1,208,146,186,12.0,149,0.614,0.645,3.2,92.4,-0.042,0.999
07010070,176.2,201,143,176,12.4,143,0.572,0.569,3.0,47.6,0.675,0.738
07010075,179.3,224,136,181,15.1,140,0.492,0.511,3.1,126.2,-0.590,0.807
07010082,167.7,216,132,166,15.8,133,0.425,0.405,3.1,170.3,-0.986,0.169
07010086,172.7,224,129,174,17.3,130,0.460,0.474,3.1,132.9,-0.681,0.732
07010090,166.8,194,131,167,12.8,141,0.569,0.571,2.8,57.9,0.531,0.847
07010094,153.0,175,133,153,9.0,135,0.475,0.476,3.0,67.4,0.385,0.923
07010097,167.0,224,119,166,18.8,128,0.457,0.448,2.8,134.8,-0.704,0.710
07010180,174.3,207,130,177,16.6,132,0.575,0.610,3.3,100.5,-0.182,0.983
07010208,161.1,191,127,163,12.6,127,0.533,0.563,3.1,88.7,0.023,1.000
07010350,362.0,445,267,365,31.7,271,0.533,0.551,5.5,326.5,0.834,-0.552
07011500,318.4,342,293,318,11.0,296,0.518,0.510,4.0,304.5,0.567,-0.824
07013000,338.8,445,212,343,40.7,219,0.544,0.562,4.9,0.4,1.000,0.007
07014000,319.2,447,204,319,47.2,206,0.474,0.473,6.9,1.3,1.000,0.022
07014500,320.0,447,179,323,49.1,197,0.526,0.537,6.0,353.9,0.994,-0.106
07015000,318.4,365,276,319,16.7,276,0.476,0.483,3.2,66.6,0.398,0.917
07015720,305.2,369,247,306,22.7,248,0.477,0.484,3.4,68.5,0.367,0.930
07016500,266.3,370,149,270,39.5,155,0.531,0.548,4.2,55.8,0.563,0.827
07017115,211.1,272,140,214,26.1,148,0.539,0.561,8.3,165.3,-0.967,0.253
07017200,324.2,528,232,317,45.4,245,0.311,0.287,6.5,44.5,0.714,0.700
07017500,255.0,307,218,255,14.5,218,0.415,0.416,2.4,239.4,-0.509,-0.861
07018000,282.1,528,166,279,46.8,169,0.321,0.312,5.9,28.0,0.883,0.470
07018100,280.5,528,162,277,47.5,162,0.324,0.314,5.9,28.0,0.883,0.470
07018500,266.0,531,134,265,54.5,136,0.332,0.330,5.9,32.3,0.846,0.534
07019000,278.8,528,119,280,61.2,144,0.391,0.394,5.8,21.4,0.931,0.364
07019072,194.5,234,136,198,20.0,176,0.597,0.633,6.7,151.3,-0.877,0.480
07019090,189.8,278,127,188,28.7,128,0.416,0.404,7.4,22.2,0.926,0.378
07019120,179.3,228,127,178,20.0,128,0.518,0.505,3.7,120.6,-0.508,0.861
07019150,178.0,217,138,179,15.9,139,0.506,0.519,4.1,153.3,-0.894,0.449
07019175,176.7,206,129,180,17.9,161,0.619,0.662,4.8,254.6,-0.266,-0.964
07019185,173.0,217,129,175,18.9,130,0.500,0.523,4.9,190.1,-0.985,-0.175
07019195,152.0,192,125,152,15.8,128,0.403,0.403,4.2,23.7,0.916,0.401
07019220,164.9,204,127,166,16.4,127,0.493,0.506,5.7,91.8,-0.031,1.000
07019317,174.2,206,127,176,14.1,127,0.597,0.620,3.6,138.7,-0.752,0.659
07020550,219.0,319,140,218,34.2,141,0.441,0.436,6.7,52.8,0.605,0.796
07021000,207.6,376,109,203,47.4,110,0.369,0.352,6.2,155.6,-0.911,0.413
07024000,129.8,173,93,131,15.6,96,0.460,0.475,2.5,233.4,-0.596,-0.803
07024200,134.0,182,114,133,11.3,115,0.294,0.279,2.5,224.8,-0.710,-0.704
07024300,135.3,200,112,134,12.6,113,0.265,0.250,2.6,334.6,0.904,-0.429
07024500,131.5,200,94,131,17.7,94,0.354,0.349,2.5,321.2,0.780,-0.626
07025400,140.2,198,97,139,21.0,99,0.428,0.416,2.3,290.6,0.352,-0.936
07025500,136.8,198,91,135,22.1,92,0.428,0.411,2.2,279.5,0.165,-0.986
07026000,126.3,203,82,125,22.1,82,0.366,0.355,2.0,297.3,0.459,-0.889
07026040,125.6,202,82,124,22.3,82,0.363,0.350,2.0,299.3,0.489,-0.872
07026300,123.2,203,78,122,23.1,85,0.362,0.352,2.0,295.5,0.430,-0.903
07026500,118.8,164,91,117,13.7,92,0.381,0.356,2.4,271.1,0.020,-1.000
07027500,142.5,221,104,142,17.6,105,0.329,0.325,2.8,324.2,0.811,-0.584
07027720,133.9,221,88,134,21.7,89,0.345,0.346,2.4,328.2,0.850,-0.527
07028100,125.5,221,80,125,24.8,81,0.322,0.319,2.1,348.6,0.980,-0.198
07028500,121.1,171,94,121,13.0,94,0.351,0.351,2.0,322.4,0.792,-0.610
07028960,144.8,203,103,145,17.1,103,0.418,0.420,2.7,292.9,0.389,-0.921
07029000,132.1,203,89,131,21.4,91,0.378,0.368,2.2,315.4,0.712,-0.702
07029100,113.8,203,77,108,22.7,85,0.292,0.246,1.7,309.2,0.632,-0.775
07029270,162.1,240,119,161,19.3,120,0.356,0.347,5.1,192.6,-0.976,-0.217
07029500,148.3,240,100,148,20.0,102,0.345,0.343,3.5,126.9,-0.600,0.800
07030050,135.5,240,74,138,26.8,74,0.370,0.386,2.9,174.9,-0.996,0.089
07030240,117.1,190,76,114,21.4,80,0.361,0.333,1.9,322.6,0.795,-0.607
07030392,162.0,235,114,164,19.3,114,0.397,0.413,3.1,332.2,0.884,-0.467
07030500,147.8,235,93,149,24.0,93,0.386,0.394,2.5,317.5,0.738,-0.675
07031650,136.4,235,71,135,28.5,79,0.399,0.390,2.3,315.6,0.714,-0.700
07031692,96.4,128,73,95,11.6,75,0.426,0.400,1.4,258.0,-0.208,-0.978
07031740,130.9,235,61,129,31.1,66,0.402,0.391,2.1,309.0,0.629,-0.778
07032200,109.5,153,82,109,9.6,82,0.387,0.380,1.0,340.6,0.943,-0.333
