STAID,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_DOM_PCT,GEOL_REEDBUSH_SITE,GEOL_HUNT_DOM_CODE,GEOL_HUNT_DOM_PCT,GEOL_HUNT_DOM_DESC,GEOL_HUNT_SITE_CODE
06914000,sedimentary,100.0,sedimentary,rsi,100.0,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,rsi
06914100,sedimentary,100.00,sedimentary,rsi,100.00,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,rsi
06914950,sedimentary,100.00,sedimentary,wl,100.00,Wisconsinan loess,wl
06914990,sedimentary,100.00,sedimentary,wl,100.00,Wisconsinan loess,wl
06915000,sedimentary,100.0,sedimentary,wl,94.3,Wisconsinan loess,wl
06915800,sedimentary,100.0,sedimentary,rsi,80.4,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,al
06916500,sedimentary,100.0,sedimentary,rsi,100.0,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,rsi
06916600,sedimentary,100.0,sedimentary,rsi,81.2,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,al
06917000,sedimentary,100.0,sedimentary,rsi,88.2,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,rsi
06917060,sedimentary,100.0,sedimentary,rsi,73.8,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,al
06917240,sedimentary,100.00,sedimentary,rsi,100.00,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,rsi
06917380,sedimentary,100.0,sedimentary,rsi,100.0,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,rsi
06917500,sedimentary,100.0,sedimentary,rsi,98.4,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,rsi
06917560,sedimentary,100.0,sedimentary,rsi,97.1,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,rsi
06917630,sedimentary,100.0,sedimentary,rsi,100.0,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,rsi
06918060,sedimentary,100.0,sedimentary,rsi,93.4,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,rsi
06918070,sedimentary,100.0,sedimentary,rsi,80.8,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,rlc
06918440,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
06918460,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
06918493,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
06918740,sedimentary,100.0,sedimentary,rlc,80.1,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
06919000,sedimentary,100.0,sedimentary,rlc,94.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
06919020,sedimentary,100.0,sedimentary,rlc,93.7,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
06919500,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
06919900,sedimentary,100.0,sedimentary,rlc,95.2,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
06920580,sedimentary,100.0,sedimentary,rls,89.2,"Red clay, massive clay that is generally kaolinitic",al
06921070,sedimentary,100.0,sedimentary,rls,86.3,"Red clay, massive clay that is generally kaolinitic",al
06921200,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
06921350,sedimentary,100.0,sedimentary,rls,65.9,"Red clay, massive clay that is generally kaolinitic",al
06921590,sedimentary,100.0,sedimentary,es,81.5,Deeply weathered loess,es
06921720,sedimentary,100.0,sedimentary,es,75.0,Deeply weathered loess,es
06922000,sedimentary,100.0,sedimentary,es,61.7,Deeply weathered loess,al
06923250,sedimentary,100.0,sedimentary,rls,83.2,"Red clay, massive clay that is generally kaolinitic",al
06923940,sedimentary,100.00,sedimentary,rls,73.52,"Red clay, massive clay that is generally kaolinitic",al
06923950,sedimentary,100.0,sedimentary,rls,70.6,"Red clay, massive clay that is generally kaolinitic",al
06924000,sedimentary,100.0,sedimentary,rls,69.3,"Red clay, massive clay that is generally kaolinitic",al
06925200,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
06926000,sedimentary,100.0,sedimentary,rsi,34.2,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,al
06926500,sedimentary,100.00,sedimentary,rsi,32.75,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,al
06926510,sedimentary,100.0,sedimentary,rsi,32.6,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,al
06927000,sedimentary,100.0,sedimentary,es,74.8,Deeply weathered loess,es
06927240,sedimentary,100.0,sedimentary,pW,75.8,Pre-Wisconsinan drift,rsi
06928000,sedimentary,100.0,sedimentary,rls,88.7,"Red clay, massive clay that is generally kaolinitic",al
06928300,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
06928420,sedimentary,100.00,sedimentary,rls,100.00,"Red clay, massive clay that is generally kaolinitic",rls
06928500,sedimentary,100.0,sedimentary,rls,86.9,"Red clay, massive clay that is generally kaolinitic",al
06930000,sedimentary,100.0,sedimentary,rls,95.4,"Red clay, massive clay that is generally kaolinitic",al
06930060,sedimentary,100.0,sedimentary,rls,91.1,"Red clay, massive clay that is generally kaolinitic",al
06931500,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
06932000,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
06933500,sedimentary,100.0,sedimentary,rls,86.7,"Red clay, massive clay that is generally kaolinitic",rls
06934000,sedimentary,100.0,sedimentary,rls,79.6,"Red clay, massive clay that is generally kaolinitic",al
06935755,sedimentary,100.0,sedimentary,pW,91.1,Pre-Wisconsinan drift,pW
06935770,sedimentary,100.0,sedimentary,pW,96.6,Pre-Wisconsinan drift,pW
06935830,sedimentary,100.0,sedimentary,pW,84.0,Pre-Wisconsinan drift,pW
06935850,sedimentary,100.0,sedimentary,pW,90.5,Pre-Wisconsinan drift,pW
06935890,sedimentary,100.0,sedimentary,pW,55.3,Pre-Wisconsinan drift,pW
06935955,sedimentary,100.0,sedimentary,al,50.1,Floodplain and alluvium gravel terraces,pW
06935980,sedimentary,100.0,sedimentary,pW,100.0,Pre-Wisconsinan drift,pW
06935997,sedimentary,100.0,sedimentary,pW,100.0,Pre-Wisconsinan drift,pW
06936475,sedimentary,100.0,sedimentary,pW,86.7,Pre-Wisconsinan drift,al
07001910,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07001985,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07005000,sedimentary,100.0,sedimentary,al,86.6,Floodplain and alluvium gravel terraces,al
07010022,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07010030,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07010035,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07010055,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07010061,sedimentary,100.00,sedimentary,al,100.00,Floodplain and alluvium gravel terraces,al
07010070,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07010075,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07010082,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07010086,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07010090,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07010094,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07010097,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07010180,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07010208,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07010350,sedimentary,100.0,sedimentary,rls,87.0,"Red clay, massive clay that is generally kaolinitic",al
07011500,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
07013000,sedimentary,100.0,sedimentary,rls,80.3,"Red clay, massive clay that is generally kaolinitic",al
07014000,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
07014500,sedimentary,100.0,sedimentary,rls,80.7,"Red clay, massive clay that is generally kaolinitic",al
07015000,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
07015720,sedimentary,100.0,sedimentary,rls,59.6,"Red clay, massive clay that is generally kaolinitic",es
07016500,sedimentary,100.0,sedimentary,es,87.6,Deeply weathered loess,es
07017115,sedimentary,100.00,sedimentary,al,71.47,Floodplain and alluvium gravel terraces,al
07017200,sedimentary,93.5,sedimentary,rls,75.6,"Red clay, massive clay that is generally kaolinitic",rls
07017500,sedimentary,100.0,sedimentary,es,100.0,Deeply weathered loess,es
07018000,sedimentary,98.4,sedimentary,rls,55.1,"Red clay, massive clay that is generally kaolinitic",es
07018100,sedimentary,98.5,sedimentary,rls,54.1,"Red clay, massive clay that is generally kaolinitic",es
07018500,sedimentary,98.7,sedimentary,es,50.7,Deeply weathered loess,es
07019000,sedimentary,99.7,sedimentary,rls,45.3,"Red clay, massive clay that is generally kaolinitic",al
07019072,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07019090,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07019120,sedimentary,100.0,sedimentary,al,95.2,Floodplain and alluvium gravel terraces,al
07019150,sedimentary,100.0,sedimentary,al,98.7,Floodplain and alluvium gravel terraces,al
07019175,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07019185,sedimentary,100.0,sedimentary,al,99.7,Floodplain and alluvium gravel terraces,al
07019195,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07019220,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07019317,sedimentary,100.0,sedimentary,al,100.0,Floodplain and alluvium gravel terraces,al
07020550,sedimentary,100.0,sedimentary,es,100.0,Deeply weathered loess,es
07021000,sedimentary,100.0,sedimentary,rls,84.8,"Red clay, massive clay that is generally kaolinitic",es
07024000,sedimentary,100.0,sedimentary,es,100.0,Deeply weathered loess,es
07024200,sedimentary,100.0,sedimentary,rl,100.0,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
07024300,sedimentary,100.0,sedimentary,rl,98.1,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
07024500,sedimentary,100.0,sedimentary,es,72.0,Deeply weathered loess,es
07025400,sedimentary,100.0,sedimentary,es,100.0,Deeply weathered loess,es
07025500,sedimentary,100.0,sedimentary,es,100.0,Deeply weathered loess,es
07026000,sedimentary,100.0,sedimentary,es,93.8,Deeply weathered loess,es
07026040,sedimentary,100.0,sedimentary,es,94.0,Deeply weathered loess,es
07026300,sedimentary,100.0,sedimentary,es,94.0,Deeply weathered loess,es
07026500,sedimentary,94.2,sedimentary,es,57.1,Deeply weathered loess,al
07027500,sedimentary,100.0,sedimentary,es,76.2,Deeply weathered loess,es
07027720,sedimentary,100.0,sedimentary,es,84.7,Deeply weathered loess,es
07028100,sedimentary,100.0,sedimentary,es,88.5,Deeply weathered loess,es
07028500,sedimentary,100.0,sedimentary,es,100.0,Deeply weathered loess,es
07028960,sedimentary,100.0,sedimentary,es,93.5,Deeply weathered loess,es
07029000,sedimentary,100.0,sedimentary,es,96.3,Deeply weathered loess,es
07029100,sedimentary,100.0,sedimentary,es,98.5,Deeply weathered loess,es
07029270,sedimentary,100.0,sedimentary,rl,99.0,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
07029500,sedimentary,100.0,sedimentary,rl,61.2,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",es
07030050,sedimentary,100.0,sedimentary,es,62.4,Deeply weathered loess,es
07030240,sedimentary,100.0,sedimentary,es,100.0,Deeply weathered loess,es
07030392,sedimentary,100.0,sedimentary,es,100.0,Deeply weathered loess,es
07030500,sedimentary,100.0,sedimentary,es,100.0,Deeply weathered loess,es
07031650,sedimentary,100.0,sedimentary,es,100.0,Deeply weathered loess,es
07031692,sedimentary,100.0,sedimentary,es,100.0,Deeply weathered loess,es
07031740,sedimentary,100.0,sedimentary,es,100.0,Deeply weathered loess,es
07032200,sedimentary,100.0,sedimentary,es,100.0,Deeply weathered loess,es
07035000,sedimentary,99.35,sedimentary,rls,92.32,"Red clay, massive clay that is generally kaolinitic",rgr
07035500,sedimentary,64.3,volcanic,rls,80.5,"Red clay, massive clay that is generally kaolinitic",rgr
07035800,sedimentary,50.8,volcanic,rgr,51.9,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
07036100,sedimentary,49.88,sedimentary,rgr,63.24,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
07037300,sedimentary,82.04,sedimentary,rgr,89.18,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
07037500,sedimentary,61.5,sedimentary,rgr,72.3,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rls
07037700,sedimentary,100.0,sedimentary,rgr,87.5,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
07039500,sedimentary,71.6,quarternary,rgr,56.8,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",es
07040000,sedimentary,70.3,quarternary,rgr,55.7,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",al
07040100,sedimentary,65.7,quarternary,rgr,43.7,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",al
07040450,sedimentary,50.5,quarternary,rgr,31.1,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",al
07046600,quarternary,87.3,quarternary,al,89.8,Floodplain and alluvium gravel terraces,al
07047500,quarternary,65.4,quarternary,al,62.2,Floodplain and alluvium gravel terraces,al
07047800,quarternary,100.0,quarternary,al,100.0,Floodplain and alluvium gravel terraces,al
07047900,quarternary,92.4,quarternary,al,94.6,Floodplain and alluvium gravel terraces,al
07047902,quarternary,70.4,quarternary,al,67.6,Floodplain and alluvium gravel terraces,al
07047942,quarternary,70.2,quarternary,al,50.3,Floodplain and alluvium gravel terraces,al
07047950,quarternary,77.7,quarternary,al,63.3,Floodplain and alluvium gravel terraces,al
07048000,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07048480,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07048490,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07048550,sedimentary,100.00,sedimentary,rlc,100.00,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07048600,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07048700,sedimentary,100.00,sedimentary,rlc,100.00,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07048800,sedimentary,100.00,sedimentary,rlc,100.00,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07049000,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07050152,sedimentary,100.00,sedimentary,rlc,100.00,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07050500,sedimentary,100.0,sedimentary,rlc,80.5,"Cherty red clay; similar to rls, but with chert from parent rock",al
07050690,sedimentary,100.0,sedimentary,rlc,78.7,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07050700,sedimentary,100.0,sedimentary,rlc,52.8,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07052000,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07052100,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07052120,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07052152,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07052250,sedimentary,100.0,sedimentary,rlc,75.5,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07052345,sedimentary,100.0,sedimentary,rlc,98.6,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07052500,sedimentary,100.0,sedimentary,rlc,82.5,"Cherty red clay; similar to rls, but with chert from parent rock",al
07052820,sedimentary,100.0,sedimentary,rlc,78.2,"Cherty red clay; similar to rls, but with chert from parent rock",rls
07053250,sedimentary,100.00,sedimentary,rlc,100.00,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07053500,sedimentary,100.0,sedimentary,rlc,72.5,"Cherty red clay; similar to rls, but with chert from parent rock",al
07053810,sedimentary,100.0,sedimentary,rls,53.5,"Red clay, massive clay that is generally kaolinitic",rls
07054080,sedimentary,100.0,sedimentary,rls,92.4,"Red clay, massive clay that is generally kaolinitic",rls
07055000,sedimentary,100.0,sedimentary,rlc,54.5,"Cherty red clay; similar to rls, but with chert from parent rock",al
07055646,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07055875,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07056000,sedimentary,100.0,sedimentary,rlc,91.8,"Cherty red clay; similar to rls, but with chert from parent rock",al
07056515,sedimentary,100.0,sedimentary,rlc,99.9,"Cherty red clay; similar to rls, but with chert from parent rock",al
07056700,sedimentary,100.00,sedimentary,rlc,85.29,"Cherty red clay; similar to rls, but with chert from parent rock",al
07057000,sedimentary,100.0,sedimentary,rlc,83.5,"Cherty red clay; similar to rls, but with chert from parent rock",al
07057370,sedimentary,100.00,sedimentary,rlc,57.02,"Cherty red clay; similar to rls, but with chert from parent rock",al
07057500,sedimentary,100.0,sedimentary,rls,82.3,"Red clay, massive clay that is generally kaolinitic",al
07058000,sedimentary,100.0,sedimentary,rls,86.5,"Red clay, massive clay that is generally kaolinitic",al
07060000,sedimentary,100.0,sedimentary,rls,77.6,"Red clay, massive clay that is generally kaolinitic",al
07060500,sedimentary,100.0,sedimentary,rlc,46.1,"Cherty red clay; similar to rls, but with chert from parent rock",rls
07060710,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07061000,sedimentary,100.0,sedimentary,rlc,45.4,"Cherty red clay; similar to rls, but with chert from parent rock",al
07061270,volcanic,62.2,volcanic,rls,93.9,"Red clay, massive clay that is generally kaolinitic",rls
07061290,volcanic,61.3,sedimentary,rls,73.7,"Red clay, massive clay that is generally kaolinitic",rls
07061300,volcanic,57.2,sedimentary,rls,74.4,"Red clay, massive clay that is generally kaolinitic",rls
07061500,sedimentary,82.5,sedimentary,rls,89.3,"Red clay, massive clay that is generally kaolinitic",al
07061600,sedimentary,82.7,sedimentary,rls,89.2,"Red clay, massive clay that is generally kaolinitic",rls
07061900,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
07062500,sedimentary,91.3,sedimentary,rls,83.3,"Red clay, massive clay that is generally kaolinitic",al
07062575,sedimentary,92.23,sedimentary,rls,81.88,"Red clay, massive clay that is generally kaolinitic",al
07063000,sedimentary,91.4,quarternary,rls,74.1,"Red clay, massive clay that is generally kaolinitic",al
07064000,sedimentary,75.0,quarternary,rls,57.9,"Red clay, massive clay that is generally kaolinitic",al
07064300,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
07064440,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
07064500,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
07064533,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
07065200,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
07065495,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
07066000,sedimentary,100.0,sedimentary,rls,98.3,"Red clay, massive clay that is generally kaolinitic",al
07066500,sedimentary,100.0,sedimentary,rls,93.5,"Red clay, massive clay that is generally kaolinitic",al
07067000,sedimentary,97.2,sedimentary,rls,87.8,"Red clay, massive clay that is generally kaolinitic",al
07068000,sedimentary,97.7,sedimentary,rls,83.8,"Red clay, massive clay that is generally kaolinitic",al
07068510,sedimentary,94.8,quarternary,rls,65.1,"Red clay, massive clay that is generally kaolinitic",al
07069000,sedimentary,81.0,sedimentary,rls,63.1,"Red clay, massive clay that is generally kaolinitic",al
07069305,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
07069500,sedimentary,100.0,sedimentary,rls,98.1,"Red clay, massive clay that is generally kaolinitic",es
07070500,sedimentary,100.0,sedimentary,rls,84.6,"Red clay, massive clay that is generally kaolinitic",al
07071500,sedimentary,100.0,sedimentary,rls,79.7,"Red clay, massive clay that is generally kaolinitic",al
07072000,sedimentary,100.0,sedimentary,rls,72.5,"Red clay, massive clay that is generally kaolinitic",al
07072500,sedimentary,86.7,quarternary,rls,68.4,"Red clay, massive clay that is generally kaolinitic",al
07073000,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
07073500,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
07074000,sedimentary,100.0,sedimentary,rls,100.0,"Red clay, massive clay that is generally kaolinitic",rls
07074420,sedimentary,86.0,quarternary,rls,68.8,"Red clay, massive clay that is generally kaolinitic",al
07075000,sedimentary,100.0,sedimentary,rlc,99.8,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07075300,sedimentary,100.0,sedimentary,rlc,100.0,"Cherty red clay; similar to rls, but with chert from parent rock",rlc
07076000,sedimentary,100.0,sedimentary,rlc,73.8,"Cherty red clay; similar to rls, but with chert from parent rock","co/ss,sh"
07076517,sedimentary,100.0,sedimentary,rlc,64.6,"Cherty red clay; similar to rls, but with chert from parent rock","co/ss,sh"
07077380,quarternary,71.2,quarternary,al,67.4,Floodplain and alluvium gravel terraces,al
07077555,quarternary,82.8,quarternary,al,80.5,Floodplain and alluvium gravel terraces,al
07077700,quarternary,99.3,quarternary,al,67.8,Floodplain and alluvium gravel terraces,al
07077950,quarternary,100.0,quarternary,al,100.0,Floodplain and alluvium gravel terraces,al
07079300,sedimentary,100.0,granitic,mg,100.0,Deposits of mountain glaciers,mg
07081200,sedimentary,64.9,granitic,mg,100.0,Deposits of mountain glaciers,mg
07083000,granitic,100.0,granitic,mg,100.0,Deposits of mountain glaciers,mg
07083200,granitic,100.0,granitic,mg,100.0,Deposits of mountain glaciers,mg
07084500,granitic,100.0,granitic,mg,100.0,Deposits of mountain glaciers,mg
07086000,granitic,74.2,granitic,mg,100.0,Deposits of mountain glaciers,mg
07086500,granitic,100.0,granitic,mg,100.0,Deposits of mountain glaciers,mg
07087050,granitic,79.7,granitic,mg,100.0,Deposits of mountain glaciers,mg
07087200,granitic,82.0,granitic,mg,100.0,Deposits of mountain glaciers,mg
07089000,granitic,100.0,granitic,mg,100.0,Deposits of mountain glaciers,mg
07091200,granitic,85.4,granitic,mg,97.3,Deposits of mountain glaciers,mg
07091500,granitic,86.7,granitic,mg,96.9,Deposits of mountain glaciers,mg
07093700,granitic,87.3,granitic,mg,88.6,Deposits of mountain glaciers,co/m
07094500,granitic,64.7,granitic,mg,52.1,Deposits of mountain glaciers,co/m
07095000,sedimentary,65.2,gneiss,co/m,84.6,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
07096000,granitic,52.3,gneiss,mg,42.1,Deposits of mountain glaciers,al
07096250,volcanic,68.0,granitic,co/gr,55.8,Bouldery and sandy colluvium on granitic rocks,co/gr
07096500,volcanic,51.5,sedimentary,co/m,50.6,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,al
07097000,granitic,46.4,sedimentary,co/m,40.5,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,al
07099060,granitic,87.5,sedimentary,co/gr,99.2,Bouldery and sandy colluvium on granitic rocks,sh
07099215,granitic,67.9,sedimentary,co/gr,100.0,Bouldery and sandy colluvium on granitic rocks,co/gr
07099230,sedimentary,74.1,sedimentary,co/gr,51.9,Bouldery and sandy colluvium on granitic rocks,sh
07099235,sedimentary,77.7,sedimentary,sh,55.3,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",sh
07099400,granitic,42.8,sedimentary,co/m,34.7,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,al
07099500,granitic,42.6,sedimentary,co/m,34.6,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,al
07099970,granitic,41.7,sedimentary,co/m,33.8,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,al
07099973,granitic,41.7,sedimentary,co/m,33.8,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,al
07103700,granitic,100.0,granitic,co/gr,83.0,Bouldery and sandy colluvium on granitic rocks,co/m
07103703,granitic,100.0,granitic,co/m,100.0,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
07103747,granitic,93.6,sedimentary,co/m,100.0,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
07103755,granitic,82.7,sedimentary,co/m,100.0,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
07103780,granitic,66.4,sedimentary,co/m,96.0,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
07103797,granitic,100.0,granitic,co/m,96.8,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
07103800,granitic,100.0,granitic,co/m,98.4,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
07103970,sedimentary,53.3,sedimentary,co/m,78.5,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
07103980,sedimentary,100.0,sedimentary,ss,100.0,Sandy ground; mostly on poorly consolidated sandstone formations,ss
07103990,sedimentary,100.0,sedimentary,ss,84.6,Sandy ground; mostly on poorly consolidated sandstone formations,co/m
07104000,sedimentary,58.0,sedimentary,co/m,72.8,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
07104500,sedimentary,100.0,sedimentary,ss,52.0,Sandy ground; mostly on poorly consolidated sandstone formations,co/m
07104905,sedimentary,61.2,sedimentary,co/m,74.6,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
07105000,granitic,100.0,granitic,co/gr,100.0,Bouldery and sandy colluvium on granitic rocks,co/gr
07105490,granitic,100.0,granitic,co/gr,100.0,Bouldery and sandy colluvium on granitic rocks,co/gr
07105500,granitic,61.3,sedimentary,co/m,54.9,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
07105530,granitic,58.5,sedimentary,co/m,56.6,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
07105600,sedimentary,100.0,sedimentary,ss,78.4,Sandy ground; mostly on poorly consolidated sandstone formations,co/m
07105800,sedimentary,51.9,sedimentary,co/m,47.9,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,al
07105900,sedimentary,100.0,sedimentary,sh,78.5,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",al
