STAID,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,FST32F_BASIN,LST32F_BASIN,FST32SITE,LST32SITE,WD_BASIN,WD_SITE,WDMAX_BASIN,WDMIN_BASIN,WDMAX_SITE,WDMIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC
07305500,76.29,76.74,16.20,16.50,23.42,0.223,23.7,9.12,0.204,9.3,61.0,61,305.4,93.9,307,92,57.4,59,7.1,2.4,8,3,953.8,3.0,0.254,2.52,2.96,5.54,6.59,12.72,10.88,5.48,6.74,8.44,7.09,3.91,3.40,3.49,6.21,10.62,16.09,20.83,25.79,28.48,27.99,23.51,17.17,9.95,4.79
07307010,76.91,76.51,16.21,16.60,23.45,0.290,24.0,9.13,0.274,9.6,61.1,61,305.3,93.5,308,92,58.0,60,7.3,2.6,8,3,953.5,2.9,0.247,2.57,3.05,5.57,6.57,12.72,10.82,5.45,6.77,8.61,7.22,3.99,3.51,3.53,6.26,10.66,16.12,20.84,25.74,28.44,27.98,23.52,17.17,9.98,4.83
07307028,65.30,74.56,15.34,17.00,22.84,0.734,24.3,7.91,1.000,9.8,58.5,60,300.2,97.0,309,91,58.3,59,7.6,2.7,7,3,899.7,3.1,0.286,1.87,2.44,4.69,5.66,10.66,9.45,5.41,6.44,7.33,5.63,3.26,2.47,2.92,5.43,9.68,15.28,19.99,24.85,27.59,26.87,22.50,16.27,9.10,4.16
07307800,57.84,64.47,15.87,16.60,23.67,0.673,24.7,8.32,0.886,9.4,56.8,59,307.5,92.3,309,89,52.1,54,6.4,2.1,6,2,909.8,2.2,0.316,1.67,2.31,3.10,4.61,8.45,9.05,5.17,6.55,7.42,4.99,2.46,2.07,4.07,6.42,10.50,15.93,20.67,25.21,27.54,26.73,22.50,16.72,9.91,5.25
07308200,59.64,71.14,16.01,17.00,23.86,0.748,24.8,8.54,0.953,10.1,57.3,61,307.8,92.1,314,89,52.2,53,6.3,2.2,6,3,921.0,2.1,0.301,1.82,2.49,3.32,4.77,8.79,9.16,5.13,6.54,7.54,5.27,2.64,2.19,4.18,6.55,10.70,16.14,20.90,25.47,27.85,27.06,22.77,16.94,10.09,5.36
07309435,83.90,83.99,15.74,15.80,22.87,0.199,23.2,8.39,0.244,8.8,62.0,62,303.4,95.6,304,95,60.0,59,7.0,3.0,7,3,922.1,3.0,0.211,2.87,3.84,6.55,7.22,13.09,10.84,6.00,6.45,9.29,8.36,4.65,4.04,3.09,5.76,10.19,15.60,20.13,24.84,27.59,27.30,22.84,16.44,9.41,4.34
07311000,83.55,85.72,16.28,17.20,23.43,0.431,24.3,9.33,0.508,10.2,63.1,63,307.9,93.1,311,92,61.4,59,7.0,3.2,7,3,951.4,2.5,0.192,3.08,4.05,6.67,7.49,12.93,10.47,5.66,6.42,9.04,8.72,4.75,4.22,3.76,6.49,10.91,16.33,20.92,25.61,28.31,28.00,23.61,17.36,10.20,5.11
07311200,82.58,80.96,15.95,16.30,23.13,0.357,23.7,8.89,0.491,9.6,62.8,63,305.5,94.1,309,92,57.7,57,7.0,3.0,7,3,934.7,3.0,0.200,2.88,3.95,6.61,7.21,13.04,10.52,5.54,6.48,9.24,8.45,4.66,4.15,3.47,6.17,10.58,15.97,20.53,25.21,27.89,27.63,23.24,16.88,9.79,4.72
07311500,78.29,80.93,16.87,17.20,24.30,0.206,24.6,10.00,0.264,10.5,61.7,63,310.7,90.5,312,89,55.5,59,6.9,2.9,7,3,984.0,2.0,0.201,2.84,3.87,5.93,6.67,12.04,10.04,5.29,6.46,8.95,8.04,4.25,3.91,4.53,7.23,11.60,16.98,21.63,26.42,29.02,28.66,24.27,18.12,10.93,5.83
07311600,62.23,65.84,16.50,16.80,24.59,0.302,24.8,9.08,0.186,9.4,57.9,59,310.6,88.7,311,88,53.7,54,6.0,3.0,6,3,949.0,2.0,0.270,2.25,2.93,3.32,4.86,9.52,8.66,4.63,6.87,8.20,5.74,2.74,2.50,4.68,7.09,11.35,16.93,21.69,26.15,28.59,27.81,23.50,17.62,10.74,5.93
07311630,62.91,64.09,16.83,16.90,24.87,0.052,24.9,9.23,0.122,9.5,57.7,59,311.6,90.0,312,89,53.2,53,6.0,3.0,6,3,970.0,2.0,0.261,2.34,3.15,3.36,4.67,9.57,8.61,4.70,6.88,8.18,6.05,2.97,2.43,4.83,7.21,11.53,17.19,21.99,26.42,28.85,28.09,23.76,17.86,10.93,6.02
07311700,63.58,66.18,16.66,17.00,24.67,0.242,24.8,9.26,0.276,10.0,58.3,60,311.1,89.2,313,89,53.2,52,6.1,2.8,7,2,961.5,2.0,0.260,2.37,3.11,3.53,4.87,9.73,8.75,4.71,6.80,8.26,6.02,2.96,2.50,4.72,7.14,11.46,17.04,21.82,26.33,28.81,28.03,23.67,17.75,10.84,5.96
07311782,60.78,60.82,16.72,16.90,24.59,0.251,24.9,8.98,0.085,9.2,56.9,57,311.2,91.5,311,91,51.4,52,6.0,3.0,6,3,957.4,1.6,0.282,2.06,2.90,3.14,4.61,9.31,8.28,4.66,7.18,8.08,5.76,2.68,2.17,4.84,7.16,11.43,16.92,21.64,26.00,28.39,27.64,23.34,17.58,10.80,5.97
07311783,60.78,60.82,16.72,16.90,24.59,0.251,24.9,8.98,0.085,9.2,56.9,57,311.2,91.5,311,91,51.4,52,6.0,3.0,6,3,957.4,1.6,0.282,2.06,2.90,3.14,4.61,9.31,8.28,4.66,7.18,8.08,5.76,2.68,2.17,4.84,7.16,11.43,16.92,21.64,26.00,28.39,27.64,23.34,17.58,10.80,5.97
07311800,62.17,65.17,16.88,17.40,24.69,0.203,24.9,9.23,0.357,10.2,57.6,59,312.0,90.6,315,88,52.2,54,6.2,2.9,7,2,970.7,1.5,0.268,2.18,3.11,3.29,4.55,9.56,8.44,4.61,7.05,8.13,6.04,2.97,2.24,4.85,7.22,11.55,17.08,21.83,26.27,28.70,27.95,23.60,17.76,10.91,6.02
07311900,63.79,69.05,16.83,17.20,24.71,0.226,24.9,9.40,0.432,10.4,58.4,61,311.8,89.6,313,90,53.2,58,6.3,2.8,7,3,970.6,1.8,0.255,2.34,3.21,3.57,4.80,9.77,8.69,4.64,6.82,8.24,6.16,3.07,2.48,4.83,7.25,11.59,17.15,21.91,26.40,28.88,28.14,23.76,17.85,10.95,6.05
07312100,64.22,66.11,16.87,17.40,24.72,0.216,24.7,9.49,0.489,10.5,58.6,61,311.9,89.5,314,87,53.7,56,6.3,2.8,7,3,973.4,1.8,0.249,2.37,3.29,3.68,4.80,9.81,8.74,4.59,6.77,8.25,6.22,3.14,2.58,4.86,7.28,11.64,17.19,21.94,26.43,28.92,28.22,23.82,17.90,11.00,6.08
07312200,70.42,71.49,17.11,17.40,24.77,0.065,24.7,10.14,0.235,10.5,60.8,62,312.6,89.3,313,89,52.8,51,6.1,2.8,6,3,993.7,2.0,0.198,2.79,3.95,4.79,5.53,10.66,9.29,4.43,6.22,8.44,6.99,4.03,3.32,4.99,7.53,11.99,17.45,22.18,26.79,29.43,28.88,24.33,18.31,11.30,6.25
07312497,66.58,75.82,16.99,17.30,24.72,0.180,24.6,9.75,0.558,10.8,59.6,63,312.2,89.3,313,87,53.5,62,6.3,2.8,7,4,981.7,1.9,0.224,2.53,3.57,4.11,5.08,10.09,8.89,4.49,6.54,8.32,6.52,3.51,2.91,4.92,7.39,11.79,17.29,22.02,26.55,29.09,28.46,24.01,18.06,11.13,6.17
07312500,66.70,75.57,16.99,17.30,24.72,0.180,24.6,9.76,0.564,10.8,59.6,63,312.2,89.3,313,86,53.6,65,6.3,2.8,8,4,982.0,1.9,0.224,2.54,3.58,4.13,5.10,10.10,8.90,4.49,6.54,8.32,6.54,3.53,2.93,4.93,7.40,11.79,17.29,22.02,26.55,29.09,28.47,24.02,18.07,11.13,6.18
07312700,67.40,80.50,17.03,17.30,24.72,0.175,24.7,9.83,0.591,10.6,59.9,63,312.3,89.1,312,88,54.1,62,6.4,2.9,7,4,983.8,1.8,0.218,2.58,3.64,4.25,5.21,10.15,8.95,4.47,6.49,8.35,6.67,3.61,3.03,4.96,7.44,11.83,17.32,22.03,26.56,29.12,28.51,24.07,18.11,11.17,6.22
07314500,73.01,76.44,17.73,18.00,24.90,0.106,24.9,10.53,0.170,10.7,61.5,62,313.3,89.5,313,90,55.8,59,6.7,3.0,7,3,1013.7,1.1,0.169,2.90,4.25,5.10,5.80,10.79,8.91,4.51,6.28,8.34,7.84,4.32,3.97,5.56,8.03,12.45,17.79,22.31,26.69,29.36,28.95,24.51,18.59,11.76,6.85
07314900,75.69,80.31,17.67,17.20,24.84,0.112,24.7,10.57,0.134,10.4,62.1,63,313.2,88.6,314,86,58.5,66,6.9,3.3,7,4,1011.6,1.2,0.157,3.09,4.43,5.43,6.20,11.10,9.04,4.57,6.23,8.50,8.30,4.58,4.23,5.58,8.03,12.44,17.76,22.23,26.66,29.32,28.94,24.55,18.60,11.78,6.89
07315200,82.15,81.83,17.59,17.30,24.65,0.060,24.6,10.64,0.138,10.5,63.0,63,314.4,84.2,313,86,59.0,61,6.6,3.7,7,4,1005.2,1.6,0.123,3.53,5.00,6.35,6.89,11.97,9.18,4.61,5.80,8.98,9.64,5.24,4.94,5.62,8.03,12.45,17.63,21.97,26.46,29.10,28.84,24.61,18.62,11.83,6.93
07315700,89.10,85.70,17.06,17.20,24.07,0.256,24.2,10.21,0.212,10.8,63.0,63,307.1,91.6,309,90,65.6,67,7.1,4.0,7,4,981.1,2.0,0.132,3.76,4.97,7.27,7.85,12.58,10.15,5.48,5.81,10.39,9.85,5.92,5.07,4.82,7.36,11.90,17.22,21.47,25.97,28.60,28.39,24.17,18.18,11.25,6.22
07316500,61.40,65.48,14.66,14.90,22.06,0.193,22.7,7.07,0.299,7.7,58.5,59,294.0,98.9,295,97,56.8,50,7.7,2.5,6,2,866.2,3.9,0.296,1.60,2.20,4.87,5.65,10.10,8.94,5.24,5.98,6.73,4.85,3.09,2.23,1.96,4.44,8.62,14.44,19.14,24.11,26.92,26.35,21.80,15.52,8.22,3.26
07319500,66.58,68.27,15.00,15.00,22.49,0.177,22.8,7.70,0.153,8.0,59.1,60,296.1,98.0,296,98,54.9,56,7.0,2.4,7,3,885.7,3.6,0.276,1.89,2.40,5.27,6.01,11.19,9.59,4.89,6.29,7.36,5.63,3.63,2.44,2.33,4.97,9.22,15.09,19.71,24.65,27.44,26.89,22.37,16.10,8.71,3.73
07322500,69.89,68.74,15.08,15.00,22.58,0.112,22.8,7.80,0.092,8.0,60.0,60,296.3,97.2,296,98,57.8,56,7.4,3.0,7,3,892.6,3.3,0.270,2.00,2.63,5.65,6.13,11.95,9.73,5.02,6.84,7.54,5.97,3.84,2.63,2.40,5.06,9.35,15.16,19.83,24.83,27.63,26.97,22.50,16.20,8.79,3.80
07323000,67.87,68.58,15.03,14.90,22.55,0.164,22.8,7.76,0.149,8.1,59.4,60,296.1,97.7,295,98,56.1,56,7.1,2.6,7,2,888.5,3.5,0.273,1.93,2.48,5.41,6.05,11.49,9.64,4.94,6.51,7.42,5.77,3.71,2.52,2.37,5.03,9.30,15.14,19.78,24.76,27.55,26.95,22.45,16.16,8.76,3.77
07324200,64.32,70.89,14.73,14.90,22.24,0.293,22.9,7.32,0.388,8.1,58.9,60,294.7,98.5,298,97,55.6,55,7.4,2.3,7,2,874.5,3.9,0.285,1.74,2.33,5.17,5.84,10.81,9.18,5.17,6.19,6.93,5.25,3.38,2.37,2.04,4.62,8.85,14.68,19.38,24.43,27.23,26.64,22.08,15.77,8.39,3.39
07324400,65.12,74.06,14.78,15.50,22.30,0.327,22.9,7.40,0.434,8.5,59.0,61,295.1,98.3,301,96,55.9,60,7.4,2.4,8,3,877.7,3.8,0.283,1.78,2.37,5.24,5.88,10.95,9.25,5.17,6.27,7.01,5.35,3.45,2.41,2.09,4.68,8.93,14.74,19.45,24.51,27.31,26.71,22.16,15.84,8.45,3.45
07325000,66.97,78.50,14.89,15.80,22.38,0.348,23.1,7.56,0.506,8.7,59.3,61,295.9,98.0,303,96,56.5,65,7.4,2.5,8,3,884.7,3.7,0.276,1.88,2.47,5.40,5.99,11.32,9.36,5.23,6.40,7.17,5.63,3.60,2.53,2.16,4.77,9.06,14.86,19.58,24.66,27.46,26.84,22.29,15.97,8.57,3.53
07325500,70.70,79.57,15.21,16.10,22.65,0.472,23.5,8.00,0.727,9.2,60.1,62,298.6,97.1,300,95,58.5,63,7.6,2.7,8,3,902.0,3.5,0.262,2.12,2.70,5.61,6.25,11.84,9.74,5.41,6.54,7.55,6.25,3.83,2.85,2.48,5.13,9.49,15.20,19.94,25.00,27.78,27.19,22.67,16.33,8.94,3.86
07325800,78.95,79.49,15.33,15.70,22.86,0.187,23.2,8.65,0.153,8.9,61.5,62,303.3,95.3,302,95,63.0,63,7.4,3.0,8,3,912.6,3.0,0.232,2.73,3.10,6.25,7.08,12.81,10.69,5.50,7.03,8.18,7.42,4.64,3.53,2.80,5.48,10.00,15.58,20.35,25.46,28.16,27.61,23.15,16.79,9.41,4.16
07325840,79.81,80.19,15.16,15.30,22.64,0.108,22.9,8.65,0.064,8.8,62.0,62,302.1,96.5,302,96,63.0,63,8.0,3.0,8,3,904.6,3.0,0.233,2.69,3.25,6.38,7.11,13.23,10.78,5.53,6.95,8.12,7.53,4.71,3.54,2.68,5.34,9.89,15.47,20.23,25.33,28.09,27.56,23.04,16.71,9.34,4.05
07325850,80.26,80.13,15.32,15.70,22.78,0.161,23.1,8.71,0.090,8.9,62.0,62,302.1,96.4,302,96,63.1,63,8.0,3.0,8,3,911.3,3.0,0.233,2.73,3.28,6.38,7.18,13.36,10.85,5.56,6.95,8.11,7.56,4.72,3.58,2.80,5.47,10.01,15.59,20.34,25.39,28.14,27.62,23.13,16.80,9.44,4.17
07325860,81.39,80.60,15.58,15.90,22.94,0.117,23.2,8.80,0.083,9.0,62.0,62,302.0,96.7,302,96,63.9,63,8.0,3.0,8,3,923.9,3.0,0.232,2.79,3.40,6.43,7.28,13.75,10.99,5.60,6.92,8.11,7.69,4.75,3.67,2.96,5.67,10.18,15.77,20.49,25.44,28.19,27.68,23.24,16.94,9.58,4.35
07326000,79.75,80.97,15.51,16.00,22.95,0.219,23.3,8.76,0.169,9.1,61.8,62,302.5,95.8,302,95,63.1,63,7.8,3.0,8,3,920.5,3.0,0.233,2.76,3.23,6.28,7.12,13.27,10.78,5.58,6.90,8.11,7.49,4.63,3.59,2.91,5.62,10.14,15.73,20.47,25.49,28.21,27.67,23.23,16.91,9.54,4.30
07326500,72.12,81.96,15.29,16.00,22.71,0.467,23.2,8.13,0.745,9.1,60.4,63,299.2,96.9,300,100,59.2,63,7.6,2.7,7,3,906.1,3.4,0.256,2.22,2.80,5.71,6.38,12.05,9.88,5.45,6.57,7.65,6.46,3.95,2.98,2.57,5.23,9.61,15.30,20.03,25.07,27.84,27.26,22.76,16.43,9.05,3.95
073274406,84.96,85.24,16.10,16.10,23.09,0.034,23.2,9.07,0.053,9.2,63.0,63,304.7,96.7,305,96,65.1,65,7.0,3.3,7,4,943.4,3.0,0.192,3.18,4.12,6.82,7.70,13.08,10.59,5.99,6.52,8.86,8.87,4.86,4.32,3.42,6.11,10.52,15.95,20.59,25.31,28.10,27.78,23.38,17.11,9.91,4.76
07327442,85.22,85.50,16.14,16.20,23.11,0.043,23.2,9.12,0.059,9.3,63.0,63,305.2,96.2,305,96,65.3,65,7.0,3.5,7,3,944.4,3.0,0.191,3.21,4.15,6.87,7.76,13.08,10.61,6.02,6.50,8.89,8.92,4.88,4.33,3.47,6.15,10.56,16.00,20.64,25.34,28.12,27.80,23.41,17.16,9.97,4.81
07327447,85.95,87.36,16.19,16.20,23.14,0.057,23.2,9.16,0.102,9.4,63.0,63,305.3,95.6,306,95,65.1,65,7.0,3.1,7,3,944.3,3.0,0.186,3.22,4.18,6.88,7.85,13.21,10.60,5.93,6.48,9.09,8.99,5.06,4.44,3.54,6.23,10.66,16.11,20.70,25.33,28.10,27.78,23.41,17.19,10.03,4.91
07327490,87.43,88.91,16.19,16.30,23.12,0.089,23.3,9.31,0.133,9.5,63.0,63,304.1,95.6,302,95,65.3,66,7.1,3.0,7,3,944.1,2.9,0.178,3.28,4.29,6.99,8.08,13.38,10.57,5.88,6.47,9.35,9.17,5.34,4.63,3.56,6.29,10.76,16.27,20.80,25.33,28.08,27.72,23.42,17.25,10.10,5.01
07327550,87.63,89.34,16.20,16.30,23.12,0.091,23.3,9.32,0.131,9.5,63.0,63,303.9,95.5,302,95,65.4,66,7.1,3.0,7,3,944.5,2.9,0.177,3.29,4.30,7.01,8.13,13.39,10.56,5.88,6.47,9.37,9.20,5.37,4.65,3.56,6.29,10.77,16.30,20.82,25.34,28.09,27.72,23.42,17.26,10.11,5.02
07328070,89.40,90.21,16.30,16.40,23.04,0.119,23.3,9.49,0.030,9.5,63.0,63,304.7,94.9,303,95,67.6,67,8.3,3.0,8,3,947.5,3.0,0.166,3.24,4.48,7.17,8.58,13.53,10.30,6.02,6.34,9.69,9.28,5.81,4.95,3.52,6.25,10.78,16.46,20.94,25.34,28.12,27.68,23.42,17.35,10.18,5.06
07328100,75.35,91.25,15.47,16.40,22.79,0.440,23.4,8.39,0.807,9.5,60.9,63,300.0,96.7,303,95,60.5,67,7.6,2.8,8,4,914.0,3.3,0.238,2.44,3.11,5.97,6.74,12.36,10.04,5.53,6.57,7.97,7.01,4.26,3.32,2.75,5.43,9.84,15.52,20.22,25.14,27.91,27.36,22.90,16.62,9.27,4.16
07328180,92.96,93.70,16.30,16.30,23.03,0.077,23.2,9.49,0.021,9.5,63.0,63,303.7,95.0,303,95,69.1,69,8.0,3.6,8,4,945.8,3.0,0.159,3.53,4.69,7.59,8.84,14.13,10.69,6.11,6.32,10.17,9.53,6.23,5.21,3.56,6.24,10.81,16.47,20.88,25.29,28.08,27.67,23.42,17.37,10.21,5.11
07328500,77.32,98.03,15.57,16.90,22.84,0.447,23.8,8.51,0.840,9.8,61.1,63,300.2,96.6,302,94,61.3,68,7.6,2.9,8,4,918.0,3.3,0.227,2.58,3.28,6.16,6.98,12.58,10.11,5.57,6.52,8.24,7.29,4.49,3.52,2.86,5.53,9.97,15.64,20.29,25.17,27.94,27.40,22.96,16.70,9.38,4.28
07329500,93.81,96.84,16.35,16.70,23.17,0.204,23.7,9.59,0.077,9.7,63.0,63,303.7,95.1,303,94,67.3,69,7.8,3.7,8,4,947.7,2.6,0.150,3.75,4.70,7.74,8.86,14.30,10.64,5.79,6.03,10.67,9.76,6.23,5.32,3.85,6.54,11.06,16.53,20.84,25.28,28.00,27.74,23.50,17.45,10.41,5.35
07329700,94.50,99.18,16.66,17.00,23.45,0.230,23.9,9.80,0.147,10.2,63.1,63,305.5,93.2,306,91,67.8,69,7.9,3.9,8,4,960.6,2.3,0.150,3.72,4.77,7.61,8.91,13.91,11.15,5.79,5.92,11.30,9.87,6.17,5.38,4.18,6.82,11.37,16.75,21.04,25.51,28.18,27.93,23.71,17.69,10.69,5.65
07329780,100.28,100.96,17.19,17.10,23.06,0.120,23.4,9.74,0.127,10.0,63.8,64,310.9,87.9,310,88,70.0,70,8.0,4.0,8,4,987.5,2.9,0.124,4.31,5.32,8.40,9.07,14.35,11.43,6.28,5.76,11.48,10.80,7.27,5.95,4.12,6.68,11.31,16.43,20.62,25.15,27.84,27.74,23.46,17.46,10.62,5.66
07329852,105.09,105.36,15.97,16.10,23.21,0.078,23.4,9.74,0.152,10.1,63.2,64,303.4,94.1,305,93,69.6,70,8.0,4.0,8,4,928.0,2.5,0.114,4.49,5.55,9.12,9.43,14.70,11.51,7.01,5.64,11.78,11.42,8.08,6.32,4.15,6.69,11.40,16.58,20.66,25.26,27.90,27.77,23.50,17.48,10.53,5.68
07331000,82.53,102.08,15.86,17.20,23.00,0.495,23.8,8.88,0.967,10.8,61.7,64,301.8,95.4,313,86,63.2,70,7.7,3.2,8,5,929.7,3.0,0.199,2.95,3.75,6.65,7.51,12.98,10.40,5.69,6.33,9.03,8.07,5.09,4.08,3.24,5.88,10.36,15.94,20.48,25.27,28.00,27.55,23.17,16.97,9.75,4.67
07331200,105.87,105.56,15.93,16.50,23.17,0.057,23.3,9.73,0.139,10.1,63.8,64,304.2,93.6,309,89,68.5,68,8.0,4.0,8,4,923.8,2.3,0.109,4.60,5.65,9.20,9.45,14.66,11.57,7.02,5.70,11.70,11.64,8.19,6.45,4.14,6.68,11.44,16.56,20.62,25.20,27.85,27.77,23.47,17.44,10.50,5.65
07331295,106.34,106.72,16.29,16.90,23.20,0.058,23.4,9.77,0.140,10.1,63.8,64,307.1,91.2,312,87,66.4,65,8.0,4.0,8,4,938.8,2.5,0.107,4.73,5.71,9.27,9.56,14.48,11.82,6.86,5.98,11.49,11.51,8.28,6.57,4.21,6.74,11.48,16.59,20.66,25.23,27.90,27.81,23.52,17.48,10.58,5.69
07331300,106.74,107.68,16.60,17.20,23.30,0.115,23.5,9.95,0.233,10.4,63.8,64,309.3,89.2,313,85,65.5,67,8.0,4.0,8,4,953.2,2.3,0.105,4.82,5.75,9.34,9.60,14.36,11.95,6.80,6.11,11.38,11.55,8.36,6.67,4.41,6.92,11.60,16.67,20.75,25.35,27.99,27.91,23.64,17.62,10.80,5.88
07332390,106.94,108.71,16.50,16.90,23.19,0.122,23.4,9.82,0.227,10.4,63.4,64,308.6,90.8,312,86,63.5,64,7.7,3.7,8,4,944.0,2.8,0.108,4.79,5.69,9.47,9.64,14.29,12.15,6.93,6.35,11.06,11.41,8.49,6.65,4.25,6.78,11.41,16.54,20.67,25.26,27.95,27.76,23.51,17.51,10.64,5.71
07332400,107.43,110.50,16.59,16.90,23.26,0.177,23.6,9.96,0.344,10.8,63.5,64,309.3,89.7,312,85,64.2,70,7.8,3.8,8,4,948.8,2.6,0.105,4.86,5.75,9.50,9.69,14.28,12.19,6.85,6.35,11.13,11.51,8.53,6.76,4.38,6.90,11.50,16.63,20.77,25.34,28.01,27.83,23.61,17.62,10.78,5.85
07332500,110.50,113.49,16.65,16.80,23.48,0.230,23.8,10.41,0.450,10.8,63.8,64,310.6,87.2,312,84,69.4,74,7.9,4.4,8,5,951.9,2.3,0.097,5.11,6.16,9.59,9.89,14.57,12.43,6.94,6.61,11.29,11.88,8.87,7.20,4.80,7.29,11.79,16.91,21.08,25.61,28.16,28.04,23.92,17.97,11.23,6.33
07332600,109.90,111.12,17.02,17.10,23.89,0.066,24.0,11.24,0.026,11.2,64.2,64,313.0,84.0,313,84,67.9,70,8.0,4.0,8,4,962.1,2.0,0.038,6.00,7.53,9.21,8.89,14.55,11.20,6.82,5.40,9.10,12.78,9.72,8.75,5.56,7.98,12.28,17.39,21.67,26.19,28.62,28.56,24.57,18.64,12.01,7.12
07332620,112.52,115.41,17.08,17.10,23.94,0.066,24.0,11.19,0.059,11.0,64.3,65,313.5,84.0,314,84,70.6,70,8.4,4.5,8,4,963.7,2.0,0.032,6.12,7.70,9.48,8.97,14.42,11.35,7.40,5.54,9.30,12.97,10.25,9.07,5.68,8.05,12.38,17.41,21.68,26.11,28.49,28.41,24.49,18.55,11.98,7.18
07334000,114.05,117.07,16.44,16.80,23.08,0.212,23.8,10.30,0.175,10.7,64.9,65,310.5,88.4,311,88,74.1,72,8.2,5.0,8,5,941.5,2.4,0.079,5.80,6.39,10.19,10.91,14.89,12.09,6.86,6.20,11.86,11.58,9.74,7.67,4.37,7.03,11.48,16.67,20.86,25.37,28.04,27.85,23.68,17.75,11.07,6.10
07335000,110.27,113.26,16.54,16.80,23.30,0.154,23.5,10.45,0.223,10.7,64.4,65,310.9,87.7,313,85,68.9,72,8.0,4.5,8,5,946.6,2.2,0.093,5.36,5.97,9.75,10.32,14.44,12.13,6.86,6.38,11.43,11.61,9.04,7.05,4.64,7.23,11.67,16.85,21.05,25.54,28.15,27.96,23.84,17.92,11.24,6.30
07335300,113.23,118.02,16.55,17.00,23.25,0.262,23.8,10.43,0.228,10.7,64.7,65,311.0,88.1,312,88,72.1,74,8.1,4.8,8,5,945.4,2.3,0.078,5.70,6.38,10.00,10.64,14.78,12.06,6.86,6.27,11.59,11.77,9.67,7.61,4.62,7.24,11.67,16.81,21.00,25.48,28.09,27.90,23.79,17.87,11.22,6.30
07335700,157.55,140.11,14.55,14.60,21.62,0.747,22.9,9.94,0.285,9.4,65.1,65,290.7,105.3,291,105,101.0,101,10.1,7.0,10,7,827.7,4.0,0.022,9.87,9.57,14.15,14.09,18.94,12.85,12.31,8.01,14.22,15.68,13.85,14.54,4.10,6.23,10.61,15.84,19.79,24.13,26.36,26.24,22.37,16.85,10.08,5.37
07335790,134.46,128.68,15.94,16.50,22.71,0.731,23.7,9.85,0.263,10.1,65.3,65,297.6,97.9,298,98,88.8,92,9.8,6.1,11,6,905.2,2.8,0.053,7.43,7.72,11.44,12.69,17.13,12.60,9.57,7.32,12.72,12.87,12.74,10.47,4.24,6.71,11.21,16.40,20.44,24.67,27.25,26.98,22.99,17.21,10.62,5.80
07336200,131.26,118.83,16.12,16.80,22.86,0.690,23.8,9.97,0.289,10.4,65.1,64,300.3,96.3,303,95,84.3,74,9.3,5.7,8,5,915.5,2.6,0.053,7.13,7.54,11.16,12.51,16.93,12.36,8.91,7.12,12.61,12.82,12.36,10.11,4.39,6.86,11.34,16.49,20.56,24.84,27.40,27.17,23.17,17.37,10.76,5.96
07336500,130.07,121.55,16.22,17.00,22.97,0.677,23.9,10.02,0.296,10.5,65.0,65,301.2,95.7,307,90,83.3,79,9.2,5.6,9,5,919.8,2.5,0.052,7.01,7.49,11.07,12.31,16.77,12.28,8.74,7.04,12.46,12.89,12.21,10.05,4.51,6.97,11.44,16.56,20.64,24.93,27.45,27.23,23.27,17.46,10.85,6.07
07337900,140.41,133.36,16.21,17.00,22.91,0.584,24.0,9.77,0.312,10.2,66.6,65,307.3,91.8,312,89,90.4,89,9.2,6.7,9,7,911.6,2.7,0.031,7.80,8.77,12.18,12.35,17.32,12.16,10.26,8.02,12.48,14.01,13.02,12.09,4.90,7.14,11.49,16.39,20.44,24.66,26.89,26.73,22.99,17.25,10.76,6.25
07338500,136.86,130.94,16.37,16.80,23.13,0.748,24.0,10.03,0.319,10.7,66.2,66,307.4,92.0,313,89,88.8,83,9.3,6.3,9,5,920.1,2.4,0.032,7.61,8.43,11.82,11.99,16.92,12.11,9.97,7.66,12.23,13.70,12.86,11.66,5.03,7.32,11.67,16.63,20.71,24.96,27.23,27.07,23.30,17.53,10.96,6.42
07338750,149.40,141.16,15.14,15.80,22.23,0.635,23.2,9.59,0.377,9.1,66.0,66,298.3,98.2,288,99,95.4,85,10.0,6.5,9,6,855.1,3.6,0.016,8.68,9.26,13.43,13.35,17.31,12.66,11.75,6.91,13.28,15.06,14.49,13.25,4.45,6.56,10.90,16.00,20.02,24.29,26.51,26.31,22.57,16.82,10.40,5.66
