STAID,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,REACHCODE,ARTIFPATH_PCT,ARTIFPATH_MAINSTEM_PCT,HIRES_LENTIC_PCT,BFI_AVE,PERDUN,PERHOR,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,PCT_1ST_ORDER,PCT_2ND_ORDER,PCT_3RD_ORDER,PCT_4TH_ORDER,PCT_5TH_ORDER,PCT_6TH_ORDER_OR_MORE,PCT_NO_ORDER
05446500,0.76,7,1.88,07090005002579,4.37,81.42,1.20,53.4,1.8,5.1,13.04,293.9,272.3,5.7,4.7,22.0,53.4,37.9,28.5,17.5,12.7,14.4,14.7,17.3,11.6,240.5,57.21,18.31,9.94,4.80,3.12,3.01,3.61
05447500,0.83,5,1.23,07090007000014,0.56,0.00,0.25,40.2,2.3,5.6,13.48,367.3,272.2,7.1,6.6,29.2,53.5,39.2,28.0,17.0,12.8,13.3,13.0,16.1,13.4,249.2,46.51,17.65,8.86,2.73,4.71,0.00,19.53
05448000,0.88,3,1.97,07090005000007,0.00,0.00,0.22,38.7,1.9,8.9,12.99,363.3,299.1,6.6,7.3,29.5,48.7,37.0,27.4,18.7,13.0,13.9,14.2,16.2,13.5,246.1,57.96,21.19,18.10,0.00,0.00,0.00,2.75
05449000,0.42,3,2.19,07080207000097,0.14,0.00,0.06,48.2,3.4,5.0,14.16,996.2,240.9,2.1,1.0,9.8,34.3,31.0,28.8,19.5,16.3,12.9,10.2,9.9,5.0,180.8,48.36,27.58,5.88,0.00,0.00,0.00,18.19
05449500,0.46,4,1.88,07080207000081,0.85,0.00,0.56,47.0,3.5,4.8,13.90,887.9,241.0,2.3,1.0,9.9,35.4,31.6,29.3,19.6,15.8,12.9,10.5,9.8,4.9,183.0,50.36,16.84,17.99,3.52,0.00,0.00,11.29
05451080,0.28,1,1.30,07080207000176,0.00,0.00,0.00,43.2,3.5,3.8,13.04,902.7,241.8,2.8,1.3,10.3,34.3,32.1,29.0,18.8,15.0,11.0,11.0,10.0,5.0,180.7,100.00,0.00,0.00,0.00,0.00,0.00,0.00
05451210,0.47,3,1.86,07080207000154,0.14,0.00,0.13,41.4,3.8,2.7,13.59,513.9,241.3,2.9,1.9,13.2,36.7,32.5,28.9,19.0,14.4,11.6,11.7,11.1,5.8,189.7,51.48,26.48,20.75,0.00,0.00,0.00,1.29
05451500,0.56,5,1.77,07080208000273,0.79,1.44,0.38,43.1,3.5,3.5,13.28,564.1,243.1,2.8,2.0,13.5,37.0,33.6,29.7,20.2,15.4,12.4,11.7,11.1,5.8,195.1,55.73,19.49,11.73,6.45,1.81,0.00,4.79
05451700,0.86,5,1.95,07080208000324,0.27,0.00,0.10,39.3,1.5,3.1,12.96,358.4,277.7,3.9,3.9,19.9,38.9,36.3,29.0,19.4,14.9,13.4,12.5,12.7,7.5,212.5,60.93,19.40,13.81,5.30,0.56,0.00,0.00
05451900,0.87,3,1.26,07080208000366,0.21,0.00,0.08,39.5,1.2,2.5,12.53,232.2,278.0,4.5,4.3,21.9,43.3,39.5,30.7,20.7,16.3,15.7,14.0,14.7,9.1,234.7,63.53,20.11,16.36,0.00,0.00,0.00,0.00
05452000,0.88,5,1.45,07080208000105,0.00,0.00,0.06,40.0,1.9,4.1,12.69,329.1,277.9,5.0,4.8,23.1,47.2,41.7,34.0,24.5,19.4,16.3,14.8,16.7,10.5,258.0,64.30,19.97,9.01,3.61,2.69,0.00,0.41
05452200,0.89,4,1.14,07080208000398,0.45,0.00,0.29,39.0,1.4,4.3,12.93,260.9,278.0,5.0,4.9,23.3,45.7,41.0,30.4,21.2,16.7,16.6,14.5,15.6,9.9,244.6,63.44,22.82,12.16,1.03,0.00,0.00,0.55
05453000,0.91,4,1.16,07080208000475,0.37,0.00,0.08,37.5,1.6,6.1,12.90,243.7,277.8,5.0,4.9,23.6,45.4,40.6,30.0,20.9,15.8,17.2,14.4,15.9,10.1,243.8,68.67,11.68,14.17,5.45,0.00,0.00,0.03
05453100,0.72,6,1.75,07080208000057,0.55,0.00,0.33,41.2,2.6,3.9,12.96,451.1,258.8,3.6,3.1,17.4,40.1,36.3,30.1,20.8,16.1,13.8,12.6,12.9,7.4,214.2,59.19,17.43,11.18,4.99,2.15,2.07,2.99
05453520,0.74,6,1.72,07080209001776,1.78,31.75,0.54,40.4,2.5,4.3,12.92,429.5,260.6,3.8,3.3,17.8,40.1,36.2,29.7,20.7,16.0,13.9,12.7,13.0,7.6,214.8,59.27,17.00,10.77,4.42,2.29,3.06,3.19
05454000,0.89,4,1.78,07080209000607,0.00,0.00,0.12,31.8,2.0,7.6,12.38,119.6,269.4,6.0,6.0,24.2,43.0,37.6,27.6,19.9,15.6,15.1,15.0,17.0,12.0,239.1,66.58,11.05,7.12,15.24,0.00,0.00,0.00
05454090,0.60,2,1.21,07080209000586,0.00,0.00,0.43,31.7,2.0,8.9,12.61,185.9,271.3,6.0,6.0,23.0,38.2,35.0,26.0,20.0,15.6,15.0,14.3,16.0,11.6,226.6,77.69,22.31,0.00,0.00,0.00,0.00,0.00
05454220,0.73,3,1.17,07080209000074,0.00,0.00,0.11,33.0,1.6,7.5,12.48,133.5,271.1,5.0,5.0,21.4,39.4,36.6,26.1,19.1,14.6,14.5,12.3,14.8,9.8,218.6,68.12,16.16,15.73,0.00,0.00,0.00,0.00
05454300,0.78,4,1.24,07080209000064,0.00,0.00,0.17,32.6,1.7,6.6,12.66,119.9,271.1,5.3,5.3,21.9,39.1,36.0,26.1,19.4,14.8,14.7,12.8,15.2,10.3,220.7,64.92,16.56,12.27,6.25,0.00,0.00,0.00
05454500,0.75,6,1.84,07080209000057,1.93,37.47,0.53,40.0,2.5,4.4,12.90,415.8,261.1,3.9,3.4,18.0,40.1,36.2,29.6,20.6,16.0,13.9,12.7,13.2,7.8,215.3,59.45,16.85,10.67,4.70,2.17,3.13,3.03
05455000,0.96,2,1.19,07080209000600,0.00,0.00,0.04,28.6,2.0,8.9,11.22,211.5,271.0,6.0,6.0,24.0,39.4,36.0,26.7,20.5,15.7,15.0,14.7,16.7,12.0,232.9,58.78,41.22,0.00,0.00,0.00,0.00,0.00
05455010,0.71,1,1.34,07080209001591,0.00,0.00,0.02,28.4,2.0,9.0,11.23,352.5,271.0,6.0,6.0,24.0,38.7,35.4,26.0,20.0,15.0,15.0,14.0,16.3,12.0,228.5,100.00,0.00,0.00,0.00,0.00,0.00,0.00
05455100,0.80,3,1.30,07080209000099,0.10,0.00,0.17,32.7,1.6,9.7,12.77,236.6,271.3,5.2,5.6,22.7,40.0,37.1,27.1,20.1,15.3,15.7,13.5,16.1,10.9,229.3,65.95,17.04,17.02,0.00,0.00,0.00,0.00
05455500,0.86,5,1.29,07080209000183,0.37,0.00,0.18,33.3,1.4,9.8,12.80,280.4,271.0,5.4,5.7,23.3,40.7,37.3,26.7,19.5,14.0,15.9,13.6,16.1,10.9,229.0,63.28,18.57,6.88,8.65,2.47,0.00,0.15
05455700,0.77,6,1.92,07080209000045,2.00,49.72,0.45,38.2,2.3,5.7,12.86,383.9,263.5,4.3,4.0,19.3,40.1,36.3,28.8,20.3,15.5,14.3,12.9,13.8,8.6,218.2,60.53,17.13,10.22,4.80,2.28,2.78,2.27
05457000,0.72,5,1.58,07080201001220,1.60,5.39,0.83,52.9,2.0,6.8,13.52,546.6,268.1,2.8,1.5,8.7,37.2,36.6,28.0,19.5,16.2,14.2,12.4,11.2,5.7,193.9,53.65,22.32,6.09,8.95,2.70,0.00,6.27
05457700,0.66,5,1.58,07080201000155,1.31,9.61,0.34,51.4,1.8,5.6,13.22,441.7,268.2,3.0,1.6,9.5,39.0,37.6,29.7,20.4,17.5,14.5,12.5,11.4,5.9,202.6,55.54,20.41,8.69,3.81,6.47,0.00,5.08
05458000,0.78,4,1.56,07080201000090,0.22,0.79,0.08,51.7,1.4,5.4,12.83,323.1,269.1,3.0,2.0,10.5,42.7,39.5,32.1,21.8,18.9,15.6,13.9,12.6,6.6,219.1,60.45,20.03,4.67,14.07,0.00,0.00,0.78
05458300,0.70,5,1.54,07080201003433,1.27,11.22,0.34,51.2,1.7,5.5,13.08,396.2,268.5,3.0,1.8,10.3,40.6,38.3,30.4,21.0,17.9,14.8,12.9,11.8,6.1,208.8,56.66,19.57,7.69,6.11,6.23,0.00,3.73
05458500,0.71,5,1.58,07080201001223,1.35,12.77,0.32,50.7,1.7,5.6,13.08,389.2,268.5,3.0,1.9,10.7,40.9,38.3,30.3,21.0,17.9,14.7,12.9,11.8,6.1,209.3,56.84,18.92,8.25,5.83,6.39,0.00,3.76
05458900,0.70,5,1.51,07080204000002,0.32,1.40,0.21,49.0,3.2,3.0,12.92,340.8,278.0,3.0,1.9,12.9,39.9,36.3,31.0,21.9,16.3,13.9,12.4,11.2,5.9,206.8,56.02,19.79,12.25,5.28,3.06,0.00,3.61
05459000,0.51,4,1.53,07080202000098,6.96,20.98,3.32,48.9,1.8,4.9,13.33,514.4,232.1,2.1,1.0,8.2,35.4,35.2,28.4,19.7,16.2,13.8,11.8,9.3,4.7,185.9,32.57,16.90,11.29,10.67,0.00,0.00,28.58
05459500,0.51,4,2.34,07080203000018,2.03,0.29,1.19,48.9,3.0,5.5,13.15,481.8,233.3,2.3,1.1,9.2,35.8,34.5,30.3,21.1,18.1,13.7,11.2,9.9,5.1,192.3,48.50,21.63,9.81,15.38,0.00,0.00,4.68
05462000,0.62,5,1.43,07080202000007,3.94,32.81,1.37,49.6,2.0,4.8,13.00,397.8,232.6,2.6,1.5,10.7,38.6,36.7,30.7,21.3,17.9,14.3,12.2,10.8,5.6,202.8,49.98,17.95,12.96,8.68,2.46,0.00,7.96
05463000,0.79,4,1.50,07080205001511,0.06,0.00,0.16,45.3,3.6,3.1,12.69,360.5,270.7,3.1,2.2,15.6,42.6,37.6,31.1,22.6,16.1,13.0,12.2,12.1,6.4,214.6,57.13,19.65,14.33,7.05,0.00,0.00,1.84
05463500,0.79,5,1.70,07080205001206,0.00,0.00,0.04,41.9,2.7,3.0,12.82,438.7,270.9,3.4,3.0,17.1,43.3,39.2,32.0,23.4,16.5,13.0,12.3,13.2,7.0,223.3,63.71,19.69,10.40,2.24,1.73,0.00,2.24
05464000,0.69,6,1.52,07080205000059,2.17,18.45,0.63,48.9,2.3,4.4,12.96,376.7,258.2,2.9,1.9,12.1,40.3,37.4,30.6,21.6,17.3,14.1,12.4,11.5,6.0,208.1,54.79,18.85,10.65,6.34,4.04,0.32,5.01
05464220,0.80,5,1.84,07080205000779,0.04,0.00,0.05,40.4,1.9,2.9,12.94,432.2,270.9,4.1,3.5,19.8,43.4,39.0,31.7,23.2,17.2,13.8,13.2,14.2,8.0,231.1,62.91,20.70,11.69,2.35,2.04,0.00,0.31
05464500,0.72,7,1.52,07080205002434,3.03,52.52,0.55,46.9,2.2,4.4,12.91,362.4,260.8,3.2,2.3,13.6,40.7,37.4,30.3,21.4,17.1,14.1,12.5,12.1,6.6,211.2,56.04,18.51,11.03,5.29,3.55,1.29,4.28
05464942,0.77,1,1.09,07080206000385,0.00,0.00,0.03,31.4,2.0,9.0,11.39,151.1,239.0,6.0,6.0,25.0,44.0,38.0,27.0,19.0,14.0,15.0,15.0,17.0,12.1,238.1,100.00,0.00,0.00,0.00,0.00,0.00,0.00
05465000,0.74,8,1.60,07080206000004,3.42,65.92,0.49,44.8,2.1,4.9,12.90,350.6,258.3,3.7,2.9,15.4,41.5,37.6,29.9,21.0,16.6,14.4,12.8,12.8,7.4,216.1,56.83,18.46,10.67,5.40,2.96,1.95,3.73
05465500,0.75,8,1.79,07080209000006,3.14,59.43,0.47,42.1,2.2,5.3,12.88,361.8,260.4,3.9,3.4,17.2,41.0,37.1,29.4,20.7,16.2,14.3,12.9,13.2,8.0,217.2,58.23,18.01,10.37,5.18,2.60,2.45,3.16
05466000,0.81,5,1.18,07080104001184,0.12,0.00,0.11,36.5,2.0,6.3,13.33,497.5,278.0,7.9,8.0,33.6,56.5,40.1,29.1,19.2,13.7,15.0,14.3,17.3,14.8,269.6,65.78,18.24,7.44,5.17,3.37,0.00,0.00
05466500,0.84,5,1.34,07080104000510,0.34,0.00,0.30,37.4,1.9,7.6,13.00,417.2,277.8,6.9,7.4,30.0,49.7,36.4,26.5,18.3,13.1,14.3,13.9,16.0,13.4,245.9,65.96,13.85,9.16,1.74,8.55,0.00,0.74
05467000,0.73,3,1.45,07080104000255,0.00,0.00,0.33,37.6,1.9,8.5,13.25,539.6,278.0,6.4,7.4,29.2,47.0,34.7,24.6,17.8,12.6,13.8,13.1,15.0,12.5,234.1,61.27,15.07,23.66,0.00,0.00,0.00,0.00
05468500,0.68,4,1.83,07080104000161,0.80,0.00,0.40,38.3,2.0,6.3,13.32,743.8,278.1,6.3,8.2,33.5,48.7,35.4,24.0,17.5,12.0,12.9,11.4,14.1,12.5,236.6,60.50,15.98,10.14,13.37,0.00,0.00,0.00
05469000,0.77,5,1.50,07080104000152,0.55,0.00,0.28,37.7,2.0,7.0,13.38,687.0,278.0,6.3,7.9,31.9,48.3,35.4,24.2,17.5,12.1,13.2,11.8,14.2,12.4,235.2,61.44,16.29,12.50,8.98,0.50,0.00,0.29
05469500,0.73,4,1.41,07080104000109,0.99,0.00,0.27,37.5,2.0,6.0,13.23,738.8,278.1,6.1,8.3,32.8,45.6,34.0,23.4,16.5,11.0,12.9,11.9,14.1,12.3,228.8,62.86,16.44,13.77,5.61,0.00,0.00,1.31
05470000,0.51,4,1.63,07080105000306,0.08,0.00,0.32,39.0,3.4,3.9,13.24,697.6,265.5,3.0,2.2,14.1,33.7,30.4,28.5,19.6,15.2,12.2,12.1,10.9,5.8,187.8,40.36,21.98,9.13,8.83,0.00,0.00,19.70
05470500,0.55,4,1.53,07080105000344,0.06,0.00,0.06,39.2,1.4,8.1,12.91,572.7,265.1,3.0,2.8,16.2,34.5,32.4,28.7,19.7,15.3,12.2,12.2,11.4,6.1,194.6,62.11,17.47,13.81,5.87,0.00,0.00,0.75
05471000,0.54,5,1.59,07080105001611,0.07,0.00,0.23,38.9,2.6,5.5,13.06,631.0,265.4,3.0,2.5,15.1,34.0,31.3,28.6,19.6,15.3,12.2,12.1,11.1,5.9,190.7,50.23,19.53,10.32,8.60,0.07,0.00,11.25
05471050,0.68,5,1.45,07080105001637,4.01,37.24,0.22,38.3,2.6,4.9,12.85,559.4,265.0,3.0,2.8,15.7,33.7,31.5,27.8,19.0,14.8,11.8,11.7,11.0,6.1,189.0,56.63,19.54,7.87,4.88,3.67,0.00,7.41
05471200,0.63,4,1.53,07080105000232,0.64,0.00,0.18,38.2,3.4,3.0,12.96,398.8,265.8,3.0,2.9,16.0,34.8,33.1,29.2,21.1,15.6,12.6,12.5,11.7,6.0,198.6,59.27,18.42,15.05,4.31,0.00,0.00,2.95
05471500,0.76,6,1.40,07080105000079,3.09,38.97,0.24,36.2,2.5,4.7,12.80,455.5,265.5,3.4,3.4,17.0,34.6,33.1,27.5,18.9,14.4,12.1,11.7,11.7,6.8,194.8,60.37,18.78,9.39,3.17,2.10,2.06,4.13
05472500,0.94,5,1.47,07080106000047,1.72,0.00,0.45,33.5,1.4,5.3,12.49,302.4,263.2,4.6,5.1,21.7,39.6,37.0,27.1,18.8,13.4,14.7,13.0,14.5,9.4,219.0,62.25,17.93,9.18,4.83,5.20,0.00,0.61
05473400,0.81,5,1.55,07080107000229,0.48,0.00,0.31,23.9,1.7,11.8,12.81,738.5,250.9,6.5,7.2,26.5,39.0,35.2,23.7,18.3,12.3,15.5,15.2,16.3,13.0,228.6,62.12,18.48,9.38,2.53,6.92,0.00,0.56
05473450,0.63,3,1.70,07080107000034,0.00,0.00,0.04,29.5,2.3,14.2,13.07,475.4,251.2,6.5,8.0,30.0,43.9,35.5,24.9,18.6,13.2,16.5,16.3,16.8,13.2,243.4,62.53,12.93,24.54,0.00,0.00,0.00,0.00
05473500,0.65,4,1.68,07080107000033,0.00,0.00,0.06,29.0,2.5,14.3,13.18,442.7,251.1,6.7,8.0,29.6,43.4,35.3,24.9,18.8,13.3,16.9,16.4,17.0,13.3,243.7,59.95,22.33,16.97,0.75,0.00,0.00,0.00
05474000,0.82,6,1.56,07080107000012,3.17,49.92,0.34,31.5,2.0,7.9,12.74,435.5,259.7,4.9,5.4,22.2,37.8,34.8,26.0,18.6,13.5,14.1,13.4,14.2,9.8,214.7,61.37,17.72,9.37,3.51,3.04,3.08,1.92
05476000,0.66,6,2.10,07100001000754,5.86,11.00,3.04,43.9,2.7,5.1,13.37,626.4,211.0,1.0,1.0,4.1,23.3,22.4,18.8,12.2,8.9,7.6,7.2,5.0,2.1,113.6,51.13,14.23,12.48,8.07,5.16,3.29,5.64
05476500,0.66,6,1.98,07100002000062,5.50,9.61,2.82,44.9,2.9,5.1,13.30,615.7,209.8,1.0,1.0,4.2,23.4,22.5,19.1,12.3,9.1,7.6,7.1,5.1,2.2,114.7,51.96,13.98,12.00,7.21,4.61,4.53,5.70
05476750,0.58,6,1.72,07100002000002,5.91,21.40,2.08,46.9,3.5,5.1,13.30,614.3,206.4,1.3,1.0,5.7,25.8,23.9,20.8,13.1,10.1,8.3,7.6,6.3,2.8,126.9,46.76,17.91,11.25,5.08,3.50,6.75,8.76
05478000,0.41,3,1.85,07100003000094,4.46,6.76,1.73,50.9,3.0,4.5,13.80,813.0,199.3,1.9,1.0,7.3,29.2,27.2,23.8,15.0,12.8,9.5,8.4,7.8,3.7,147.7,33.48,19.22,30.57,0.00,0.00,0.00,16.73
05479000,0.44,4,2.05,07100003000001,2.19,5.59,0.76,49.0,3.9,5.1,13.70,645.0,200.1,2.0,1.0,8.2,30.0,27.3,24.4,15.7,13.2,10.1,8.6,8.1,3.9,152.5,39.04,25.53,15.33,6.98,0.00,0.00,13.12
05480000,0.43,3,1.54,07100004000091,1.40,0.00,0.51,48.0,2.6,8.4,13.68,638.3,216.1,2.0,1.0,9.9,31.1,27.2,24.7,15.4,12.3,10.3,8.8,8.5,3.9,155.3,25.86,28.46,25.75,0.00,0.00,0.00,19.93
05480500,0.52,6,1.72,07100004000070,4.95,27.76,1.39,47.3,3.4,5.7,13.47,629.6,205.9,1.6,1.0,7.2,28.1,25.6,22.6,14.3,11.4,9.1,8.1,7.2,3.3,139.6,43.11,20.80,13.90,5.10,2.13,4.68,10.28
05481000,0.52,4,1.78,07100005000027,0.00,0.00,0.15,43.8,3.0,7.0,13.59,730.6,235.6,2.0,1.2,10.4,33.1,29.4,27.3,17.6,14.1,11.5,10.1,9.1,4.4,170.1,44.97,20.00,14.75,9.26,0.00,0.00,11.02
05481300,0.52,6,1.74,07100004000802,4.72,37.49,1.12,46.2,3.2,6.1,13.49,655.5,211.6,1.8,1.1,8.2,29.2,26.5,23.6,15.1,12.0,9.7,8.6,7.7,3.6,147.1,44.16,20.20,13.45,5.81,1.65,4.47,10.27
05481650,0.52,6,1.68,07100004000004,5.99,48.55,1.22,45.9,3.1,6.1,13.43,638.3,212.0,1.8,1.2,8.7,29.5,26.9,23.9,15.3,12.1,9.8,8.8,7.9,3.8,149.8,45.52,19.74,12.94,5.33,1.51,5.37,9.58
05481950,0.63,5,1.64,07100004000152,0.23,0.00,0.11,43.3,1.9,6.3,12.90,413.3,216.8,2.8,2.4,15.0,32.2,30.7,25.4,17.1,12.8,10.2,9.9,9.9,5.6,174.0,59.00,17.67,9.12,10.24,2.27,0.00,1.70
05482000,0.53,6,1.67,07100004000001,5.65,49.57,1.15,45.7,3.0,6.1,13.40,622.5,212.3,1.9,1.3,9.2,29.7,27.1,24.0,15.4,12.2,9.8,8.9,8.0,3.9,151.4,46.63,19.49,12.54,5.64,1.66,5.07,8.97
05482170,0.31,2,1.37,07100006000217,0.00,0.00,0.35,52.5,2.5,9.9,13.53,701.6,214.2,2.0,1.0,8.9,29.4,26.4,23.9,14.9,12.0,10.0,8.7,8.1,3.8,149.2,20.97,48.59,0.00,0.00,0.00,0.00,30.44
05482300,0.40,4,2.00,07100006000204,1.92,1.00,0.93,51.8,2.9,8.8,13.41,705.4,213.4,2.0,1.0,10.2,30.7,28.3,25.9,15.9,13.0,11.0,9.9,9.0,4.1,161.1,50.15,20.36,10.89,4.59,0.00,0.00,14.01
05482500,0.52,5,1.90,07100006000107,5.28,47.65,0.68,50.8,3.6,8.1,13.35,699.6,213.6,2.0,1.3,11.7,31.4,29.2,25.8,16.1,12.6,10.6,9.4,8.5,4.0,162.7,46.79,17.42,11.56,5.35,1.59,0.00,17.28
05483000,0.16,1,1.11,07100006000303,0.00,0.00,0.75,46.4,4.4,7.7,13.43,595.9,214.0,2.0,2.8,14.0,33.2,30.6,25.6,17.0,13.0,10.0,9.6,8.2,4.0,170.1,83.82,0.00,0.00,0.00,0.00,0.00,16.18
05483450,0.77,5,1.53,07100007000098,0.52,0.00,0.19,51.7,3.5,8.0,13.09,355.0,208.0,2.0,2.2,14.7,33.7,31.6,26.9,18.2,13.2,11.1,9.3,8.0,4.3,175.2,58.41,14.16,9.67,11.25,1.32,0.00,5.18
05483600,0.77,5,1.50,07100007000091,2.79,10.45,0.60,51.8,3.5,8.2,13.01,349.2,208.0,2.1,2.3,15.0,34.0,31.7,26.8,18.0,13.2,11.2,9.4,8.1,4.3,176.1,59.55,13.68,8.63,10.05,3.47,0.00,4.62
05484000,0.83,6,1.53,07100007000035,1.51,0.00,0.40,50.8,3.2,8.2,12.74,313.9,208.1,2.4,2.6,16.1,34.5,31.7,26.0,17.2,13.0,11.6,9.6,8.6,4.7,177.7,59.94,14.59,9.99,7.92,4.69,0.26,2.61
05484500,0.62,6,1.78,07100006000030,4.06,55.04,0.48,49.6,3.4,7.8,13.15,546.9,211.9,2.2,2.0,13.6,32.5,30.1,25.6,16.4,12.6,10.7,9.4,8.6,4.4,168.2,53.57,16.94,10.26,5.19,4.17,0.55,9.31
05484650,0.62,6,1.85,07100006001194,4.60,59.64,0.51,49.4,3.4,7.7,13.12,541.9,211.9,2.2,2.0,13.7,32.6,30.1,25.5,16.4,12.6,10.7,9.4,8.6,4.4,168.2,53.83,16.88,9.93,5.02,4.04,1.12,9.18
05484800,0.69,3,1.41,07100006000003,1.40,0.00,0.21,39.7,2.1,5.0,12.76,340.0,214.1,3.0,3.0,17.3,34.1,30.9,23.0,15.5,12.0,10.0,9.3,9.6,6.0,173.7,64.72,20.59,14.69,0.00,0.00,0.00,0.00
05484900,0.62,6,1.89,07100006001223,4.67,60.77,0.50,49.1,3.3,7.7,13.11,536.6,212.0,2.3,2.0,13.8,32.6,30.1,25.4,16.4,12.6,10.7,9.4,8.6,4.5,168.4,54.01,16.94,10.05,4.88,3.92,1.25,8.96
05485500,0.57,7,1.67,07100008000103,5.32,50.02,0.92,46.9,3.1,6.7,13.29,590.4,212.2,2.0,1.6,10.9,30.7,28.2,24.5,15.8,12.3,10.1,9.1,8.2,4.1,157.6,49.58,18.45,11.53,5.33,2.57,3.59,8.96
05485605,0.48,3,1.34,07100008000091,0.00,0.00,0.08,37.0,2.4,5.0,13.04,503.2,228.3,3.0,3.0,16.0,31.0,30.1,25.2,17.3,13.9,10.5,10.1,9.7,5.9,175.8,65.41,30.47,4.12,0.00,0.00,0.00,0.00
05485640,0.58,4,1.35,07100008000081,0.28,0.00,0.13,36.6,2.3,5.0,12.92,453.7,227.5,3.0,3.1,16.5,31.3,30.2,24.6,16.8,13.5,10.3,9.8,9.3,5.9,174.4,65.12,21.01,9.08,4.80,0.00,0.00,0.00
05486000,0.94,5,1.88,07100008000130,1.41,0.00,0.48,41.0,2.1,7.5,12.26,291.8,225.8,3.3,3.7,17.3,34.4,30.8,23.3,15.1,12.1,11.7,10.4,10.5,6.4,179.1,60.42,12.84,16.93,7.35,1.94,0.00,0.53
05486490,1.01,5,1.91,07100008000284,0.46,0.00,0.46,38.2,2.1,7.6,12.11,258.8,226.0,3.7,4.0,17.8,35.0,32.9,24.4,16.1,12.6,13.8,11.5,10.9,6.9,189.6,61.46,14.90,7.38,5.24,10.50,0.00,0.52
05487470,0.92,5,1.49,07100008001826,1.03,0.19,0.71,22.1,2.0,8.9,12.51,351.7,226.0,4.6,5.2,20.8,38.3,36.3,26.2,18.2,13.9,15.7,13.3,12.9,8.4,213.8,64.69,14.71,11.29,7.27,1.19,0.00,0.85
05487500,0.62,7,1.69,07100008002999,4.56,53.34,0.87,44.8,3.0,6.8,13.14,549.1,214.2,2.3,2.0,12.1,31.5,29.0,24.5,15.9,12.4,10.6,9.5,8.7,4.6,163.0,52.25,17.51,11.23,5.44,3.20,3.11,7.26
05487980,0.89,4,1.76,07100008000719,0.85,0.00,0.65,17.5,2.0,10.6,12.19,491.7,226.4,5.1,6.4,24.0,41.1,38.1,27.6,20.2,14.3,17.7,14.8,14.8,9.9,234.0,63.47,16.63,10.95,8.25,0.00,0.00,0.71
05488110,0.63,7,1.68,07100009002479,4.65,56.77,0.95,43.5,2.9,7.0,13.09,544.2,215.0,2.4,2.2,12.6,31.9,29.4,24.6,16.0,12.5,10.8,9.6,9.0,4.8,166.0,52.88,17.49,11.14,5.51,2.98,3.12,6.89
05488200,0.88,4,1.71,07100009000198,0.58,1.64,0.58,19.4,1.7,10.2,12.37,516.7,241.5,4.9,6.4,23.1,39.4,36.7,26.2,19.2,13.0,15.2,12.8,14.0,9.5,220.4,64.33,9.31,12.09,14.26,0.00,0.00,0.00
05488500,0.64,7,1.68,07100009000179,4.68,57.89,0.95,43.2,2.9,7.0,13.08,544.0,215.3,2.5,2.2,12.8,32.0,29.5,24.6,16.1,12.5,10.9,9.7,9.0,4.9,166.5,53.02,17.39,11.10,5.65,2.93,3.15,6.77
05489000,0.97,5,2.27,07100009000244,0.20,0.00,0.72,19.1,1.6,9.5,12.36,515.1,242.1,5.7,6.8,24.6,39.9,37.5,26.3,20.1,12.9,16.5,14.2,15.0,10.7,230.1,65.44,13.84,11.16,6.53,2.45,0.00,0.58
05489500,0.66,7,1.63,07100009000112,4.54,61.17,0.93,41.7,2.8,7.1,13.03,538.1,217.1,2.7,2.5,13.5,32.4,30.0,24.7,16.3,12.4,11.2,9.9,9.4,5.3,170.3,53.95,17.17,11.23,5.47,2.81,3.10,6.26
05490500,0.67,7,1.61,07100009000062,4.61,64.46,0.93,40.8,2.7,7.3,13.00,532.8,218.3,2.9,2.7,14.1,32.7,30.2,24.6,16.4,12.5,11.4,10.2,9.7,5.6,173.0,54.54,17.01,11.07,5.50,2.84,3.18,5.86
05494300,0.82,4,1.27,07110001000197,0.98,0.00,0.81,23.1,1.8,10.7,12.99,820.4,278.4,6.1,6.6,24.3,37.5,34.7,23.9,20.0,13.2,15.9,15.7,15.3,11.8,225.0,58.43,25.04,4.82,9.62,0.00,0.00,2.09
05495000,0.89,5,1.38,07110001000111,0.49,0.00,0.79,18.7,1.8,13.2,12.86,620.0,279.3,7.5,8.1,28.1,40.4,37.8,25.2,20.3,13.1,16.0,15.8,17.1,14.2,243.6,62.77,15.42,4.10,14.04,2.91,0.00,0.76
05495500,0.83,5,2.05,07110001000034,0.75,0.00,0.53,14.9,2.5,11.4,13.14,721.1,279.7,7.9,10.0,32.4,41.8,38.3,25.1,19.1,11.4,14.4,14.0,16.2,14.6,245.2,56.02,23.10,9.98,5.67,0.96,0.00,4.27
05496000,0.91,5,1.25,07110001000298,0.45,0.00,0.65,17.0,1.7,15.9,12.73,713.6,279.9,7.7,8.2,28.3,40.0,37.9,24.4,19.9,13.1,15.7,15.3,16.9,14.2,241.7,57.03,15.88,17.87,4.67,3.76,0.00,0.80
